# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
   14.124068447    0.190330954    0.190455636    0.190343614
   14.174150250    0.180976600    0.181055842    0.180985724
   14.224232053    0.168429852    0.168483656    0.168437053
   14.274313856    0.150760897    0.150800597    0.150766699
   14.324395659    0.142184150    0.142215320    0.142189002
   14.374477462    0.142837511    0.142863151    0.142841833
   14.424559265    0.145532335    0.145554119    0.145536301
   14.474641068    0.147861855    0.147880824    0.147865550
   14.524722871    0.145611030    0.145628078    0.145614809
   14.574804674    0.137200802    0.137216479    0.137204804
   14.624886477    0.136967554    0.136982059    0.136971625
   14.674968280    0.138485741    0.138498978    0.138489701
   14.725050083    0.130793503    0.130805595    0.130797424
   14.775131886    0.125119901    0.125130978    0.125123893
   14.825213689    0.124861539    0.124871706    0.124865748
   14.875295492    0.123140517    0.123149846    0.123145197
   14.925377295    0.128120536    0.128128921    0.128126044
   14.975459098    0.135188669    0.135195818    0.135195728
   15.025540902    0.137519188    0.137524502    0.137528948
   15.075622705    0.136305400    0.136307587    0.136320256
   15.125704508    0.132935107    0.132931128    0.132960709
   15.175786311    0.125558129    0.125542481    0.125604813
   15.225868114    0.117081657    0.117059916    0.117139171
   15.275949917    0.114014139    0.114003690    0.114050008
   15.326031720    0.110301315    0.110299452    0.110320720
   15.376113523    0.112558206    0.112560252    0.112569944
   15.426195326    0.118074010    0.118077861    0.118081988
   15.476277129    0.116497714    0.116502462    0.116503639
   15.526358932    0.112064539    0.112069750    0.112069208
   15.576440735    0.110757718    0.110763165    0.110761534
   15.626522538    0.108907031    0.108912596    0.108910261
   15.676604341    0.100981277    0.100986883    0.100984121
   15.726686144    0.092775459    0.092781041    0.092778020
   15.776767947    0.087062133    0.087067636    0.087064425
   15.826849750    0.084595146    0.084600531    0.084597188
   15.876931553    0.082356053    0.082361320    0.082357903
   15.927013356    0.077881851    0.077887007    0.077883541
   15.977095159    0.070841640    0.070846659    0.070843124
   16.027176962    0.069139161    0.069144003    0.069140417
   16.077258765    0.071876837    0.071881464    0.071877846
   16.127340568    0.076256530    0.076260887    0.076257244
   16.177422371    0.081832743    0.081836775    0.081833109
   16.227504174    0.082967164    0.082970675    0.082966971
   16.277585977    0.080774073    0.080776779    0.080772944
   16.327667780    0.078241503    0.078242775    0.078238670
   16.377749583    0.076134584    0.076132930    0.076128255
   16.427831386    0.073637629    0.073629906    0.073624012
   16.477913189    0.070389768    0.070375925    0.070368817
   16.527994992    0.066227736    0.066219204    0.066213266
   16.578076795    0.061782402    0.061780178    0.061775593
   16.628158598    0.057695224    0.057696071    0.057692152
   16.678240401    0.054072592    0.054074898    0.054071314
   16.728322204    0.051055551    0.051058582    0.051055197
   16.778404007    0.049033401    0.049036841    0.049033592
   16.828485810    0.045625082    0.045628787    0.045625638
   16.878567613    0.042819710    0.042823613    0.042820534
   16.928649416    0.041999717    0.042003779    0.042000762
   16.978731219    0.040010679    0.040014893    0.040011928
   17.028813022    0.038759072    0.038763453    0.038760528
   17.078894825    0.038469045    0.038473625    0.038470743
   17.128976628    0.040762665    0.040767442    0.040764618
   17.179058431    0.041788354    0.041793328    0.041790548
   17.229140234    0.039773058    0.039778314    0.039775550
   17.279222037    0.036342305    0.036348047    0.036345263
   17.329303840    0.035365740    0.035372212    0.035369387
   17.379385643    0.036182525    0.036190122    0.036187254
   17.429467446    0.036576993    0.036586465    0.036583540
   17.479549249    0.034921630    0.034934438    0.034931383
   17.529631052    0.033446484    0.033465866    0.033462490
   17.579712855    0.032334177    0.032367714    0.032363569
   17.629794658    0.032915363    0.032974542    0.032968983
   17.679876461    0.032494503    0.032558127    0.032552342
   17.729958264    0.031536974    0.031574566    0.031570259
   17.780040067    0.030559825    0.030580970    0.030577587
   17.830121870    0.028336934    0.028350425    0.028347473
   17.880203673    0.025929327    0.025938982    0.025936284
   17.930285476    0.025104890    0.025112412    0.025109870
   17.980367279    0.024590426    0.024596639    0.024594214
   18.030449082    0.023753650    0.023759001    0.023756673
   18.080530885    0.021877239    0.021881991    0.021879748
   18.130612688    0.020838324    0.020842638    0.020840463
   18.180694491    0.021089765    0.021093745    0.021091623
   18.230776294    0.021177721    0.021181442    0.021179366
   18.280858097    0.019949432    0.019952961    0.019950900
   18.330939900    0.017541424    0.017544790    0.017542748
   18.381021703    0.016415490    0.016418722    0.016416697
   18.431103506    0.016706012    0.016709140    0.016707123
   18.481185309    0.017431186    0.017434217    0.017432202
   18.531267112    0.018383018    0.018385955    0.018383954
   18.581348915    0.019885291    0.019888136    0.019886180
   18.631430718    0.019681156    0.019683930    0.019682012
   18.681512521    0.017707769    0.017710503    0.017708604
   18.731594324    0.017132952    0.017135647    0.017133761
   18.781676127    0.017482270    0.017484928    0.017483054
   18.831757930    0.017424842    0.017427472    0.017425609
   18.881839733    0.016724304    0.016726915    0.016725061
   18.931921536    0.016302914    0.016305523    0.016303664
   18.982003339    0.016542932    0.016545559    0.016543669
   19.032085142    0.015756334    0.015759022    0.015757046
   19.082166945    0.014979003    0.014981855    0.014979686
   19.132248748    0.014987281    0.014990313    0.014987946
   19.182330551    0.016005968    0.016008813    0.016006625
   19.232412354    0.017290181    0.017292820    0.017290861
   19.282494157    0.017248593    0.017251133    0.017249279
   19.332575960    0.015930290    0.015932804    0.015930985
   19.382657763    0.015202097    0.015204642    0.015202830
   19.432739566    0.013846990    0.013849561    0.013847725
   19.482821369    0.012447686    0.012450303    0.012448414
   19.532903172    0.011585521    0.011588231    0.011586266
   19.582984975    0.010951990    0.010954856    0.010952770
   19.633066778    0.010374763    0.010377896    0.010375618
   19.683148581    0.009681797    0.009685366    0.009682765
   19.733230384    0.009067332    0.009071661    0.009068477
   19.783312187    0.008679814    0.008685653    0.008681303
   19.833393990    0.008481146    0.008490205    0.008483344
   19.883475793    0.008422610    0.008438000    0.008426184
   19.933557596    0.008362473    0.008381247    0.008366989
   19.983639399    0.008511025    0.008523574    0.008514836
   20.033721202    0.008573923    0.008581937    0.008577921
   20.083803005    0.008586087    0.008592575    0.008591646
   20.133884808    0.008406669    0.008412328    0.008412104
   20.183966611    0.008093729    0.008097903    0.008096946
   20.234048414    0.007864134    0.007867328    0.007865971
   20.284130217    0.007524037    0.007526694    0.007525165
   20.334212020    0.007330000    0.007332298    0.007330645
   20.384293823    0.007165129    0.007167128    0.007165280
   20.434375626    0.006920980    0.006922700    0.006920508
   20.484457429    0.006851399    0.006853086    0.006850805
   20.534539232    0.006778663    0.006780442    0.006778562
   20.584621035    0.006858280    0.006860072    0.006858482
   20.634702838    0.006930746    0.006932533    0.006931083
   20.684784641    0.006813730    0.006815525    0.006814143
   20.734866444    0.006844924    0.006846753    0.006845406
   20.784948247    0.006709159    0.006711040    0.006709733
   20.835030050    0.006414458    0.006416461    0.006415201
   20.885111853    0.006052401    0.006054709    0.006053485
   20.935193656    0.005572705    0.005575576    0.005574412
   20.985275459    0.005257234    0.005260099    0.005259138
   21.035357262    0.005164588    0.005166426    0.005165879
   21.085439065    0.005179414    0.005180566    0.005180284
   21.135520868    0.005021934    0.005023162    0.005022580
   21.185602671    0.004800499    0.004801867    0.004801031
   21.235684474    0.004650788    0.004652208    0.004651255
   21.285766277    0.004577700    0.004579136    0.004578127
   21.335848080    0.004505600    0.004507036    0.004506002
   21.385929883    0.004453621    0.004455051    0.004454005
   21.436011686    0.004289109    0.004290519    0.004289470
   21.486093489    0.004140063    0.004141442    0.004140409
   21.536175292    0.004070731    0.004072085    0.004071067
   21.586257095    0.004002487    0.004003820    0.004002813
   21.636338898    0.003930656    0.003931967    0.003930972
   21.686420701    0.003866218    0.003867507    0.003866523
   21.736502504    0.003804201    0.003805474    0.003804504
   21.786584307    0.003751295    0.003752554    0.003751596
   21.836666110    0.003675654    0.003676903    0.003675950
   21.886747913    0.003614874    0.003616112    0.003615165
   21.936829716    0.003569935    0.003571161    0.003570221
   21.986911519    0.003530241    0.003531456    0.003530523
   22.036993322    0.003492561    0.003493764    0.003492840
   22.087075125    0.003459438    0.003460630    0.003459713
   22.137156928    0.003429416    0.003430595    0.003429687
   22.187238731    0.003401363    0.003402531    0.003401631
   22.237320534    0.003374723    0.003375880    0.003374988
   22.287402337    0.003349203    0.003350349    0.003349464
   22.337484140    0.003324628    0.003325762    0.003324886
   22.387565943    0.003300885    0.003302008    0.003301140
   22.437647746    0.003277897    0.003279010    0.003278149
   22.487729549    0.003255611    0.003256713    0.003255860
   22.537811352    0.003233984    0.003235076    0.003234230
   22.587893155    0.003212987    0.003214069    0.003213231
   22.637974958    0.003192598    0.003193669    0.003192839
   22.688056761    0.003172800    0.003173861    0.003173038
   22.738138564    0.003153580    0.003154631    0.003153815
   22.788220367    0.003134930    0.003135972    0.003135163
   22.838302170    0.003116846    0.003117878    0.003117076
   22.888383973    0.003099326    0.003100349    0.003099554
   22.938465776    0.003082371    0.003083384    0.003082596
   22.988547579    0.003065985    0.003066989    0.003066207
   23.038629382    0.003050174    0.003051169    0.003050395
   23.088711185    0.003034949    0.003035936    0.003035167
   23.138792988    0.003020322    0.003021300    0.003020538
   23.188874791    0.003006309    0.003007278    0.003006523
   23.238956594    0.002992930    0.002993890    0.002993141
   23.289038397    0.002980208    0.002981160    0.002980417
   23.339120200    0.002968172    0.002969115    0.002968379
   23.389202003    0.002956856    0.002957791    0.002957061
   23.439283806    0.002946301    0.002947229    0.002946504
   23.489365609    0.002936556    0.002937476    0.002936757
   23.539447412    0.002927681    0.002928592    0.002927880
   23.589529215    0.002919745    0.002920649    0.002919942
   23.639611018    0.002912838    0.002913734    0.002913033
   23.689692821    0.002907066    0.002907954    0.002907259
   23.739774624    0.002902565    0.002903446    0.002902756
   23.789856427    0.002899507    0.002900380    0.002899697
   23.839938230    0.002898116    0.002898982    0.002898304
   23.890020033    0.002898688    0.002899547    0.002898874
   23.940101836    0.002901629    0.002902480    0.002901813
   23.990183639    0.002907507    0.002908352    0.002907690
   24.040265442    0.002917157    0.002917995    0.002917338
   24.090347245    0.002931857    0.002932687    0.002932036
   24.140429048    0.002953677    0.002954501    0.002953854
   24.190510851    0.002986225    0.002987043    0.002986401
   24.240592654    0.003036355    0.003037165    0.003036529
   24.290674457    0.003118475    0.003119278    0.003118647
   24.340756260    0.003265109    0.003265906    0.003265279
   24.390838063    0.003533109    0.003533900    0.003533278
   24.440919866    0.003895029    0.003895813    0.003895196
   24.491001669    0.004157896    0.004158674    0.004158062
   24.541083472    0.004395830    0.004396602    0.004395995
   24.591165275    0.004940532    0.004941298    0.004940696
   24.641247078    0.005314730    0.005315490    0.005314892
   24.691328881    0.005203450    0.005204203    0.005203610
   24.741410684    0.004905058    0.004905806    0.004905217
   24.791492487    0.004717084    0.004717826    0.004717241
   24.841574290    0.004370818    0.004371554    0.004370974
   24.891656093    0.004214601    0.004215331    0.004214755
   24.941737896    0.004238703    0.004239427    0.004238855
   24.991819699    0.004389552    0.004390271    0.004389703
   25.041901503    0.004666056    0.004666769    0.004666206
   25.091983306    0.005034776    0.005035483    0.005034925
   25.142065109    0.005414843    0.005415544    0.005414990
   25.192146912    0.006014873    0.006015568    0.006015019
   25.242228715    0.006888302    0.006888992    0.006888447
   25.292310518    0.007690503    0.007691188    0.007690647
   25.342392321    0.007992663    0.007993343    0.007992806
   25.392474124    0.008290942    0.008291617    0.008291085
   25.442555927    0.008604863    0.008605534    0.008605005
   25.492637730    0.009427525    0.009428193    0.009427667
   25.542719533    0.010292459    0.010293122    0.010292599
   25.592801336    0.011588027    0.011588684    0.011588164
   25.642883139    0.013660685    0.013661336    0.013660821
   25.692964942    0.015364669    0.015365315    0.015364803
   25.743046745    0.016702477    0.016703118    0.016702611
   25.793128548    0.017947267    0.017947903    0.017947400
   25.843210351    0.019252734    0.019253364    0.019252865
   25.893292154    0.021418463    0.021419088    0.021418591
   25.943373957    0.022813208    0.022813829    0.022813337
   25.993455760    0.023035153    0.023035770    0.023035280
   26.043537563    0.023575862    0.023576472    0.023575985
   26.093619366    0.024707064    0.024707669    0.024707185
   26.143701169    0.027115207    0.027115808    0.027115327
   26.193782972    0.030020925    0.030021520    0.030021043
   26.243864775    0.033838913    0.033839503    0.033839028
   26.293946578    0.036809514    0.036810098    0.036809625
   26.344028381    0.038366112    0.038366691    0.038366222
   26.394110184    0.038720628    0.038721204    0.038720738
   26.444191987    0.039185881    0.039186452    0.039185990
   26.494273790    0.040181355    0.040181918    0.040181463
   26.544355593    0.042183616    0.042184171    0.042183719
   26.594437396    0.044006032    0.044006585    0.044006135
   26.644519199    0.042404700    0.042405252    0.042404802
   26.694601002    0.039515937    0.039516488    0.039516040
   26.744682805    0.037003004    0.037003549    0.037003107
   26.794764608    0.035001390    0.035001931    0.035001493
   26.844846411    0.034211706    0.034212246    0.034211809
   26.894928214    0.032750161    0.032750699    0.032750266
   26.945010017    0.031803585    0.031804118    0.031803690
   26.995091820    0.030935416    0.030935945    0.030935522
   27.045173623    0.030458588    0.030459113    0.030458694
   27.095255426    0.029803645    0.029804165    0.029803750
   27.145337229    0.030250003    0.030250518    0.030250107
   27.195419032    0.031305735    0.031306246    0.031305836
   27.245500835    0.031431992    0.031432501    0.031432093
   27.295582638    0.031418823    0.031419328    0.031418923
   27.345664441    0.031484164    0.031484666    0.031484261
   27.395746244    0.032583278    0.032583775    0.032583373
   27.445828047    0.034596069    0.034596562    0.034596164
   27.495909850    0.038530305    0.038530794    0.038530399
   27.545991653    0.038379849    0.038380336    0.038379943
   27.596073456    0.033949757    0.033950239    0.033949849
   27.646155259    0.032062432    0.032062912    0.032062524
   27.696237062    0.032602702    0.032603179    0.032602794
   27.746318865    0.032034337    0.032034810    0.032034428
   27.796400668    0.030013754    0.030014222    0.030013843
