# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    6.311307179    4.082653558    4.083077196    4.082735535
    6.361388982    4.047972347    4.048393849    4.048053923
    6.411470785    4.013843499    4.014262870    4.013924674
    6.461552588    3.980255906    3.980673151    3.980336682
    6.511634391    3.947198726    3.947613851    3.947279103
    6.561716194    3.914661373    3.915074384    3.914741353
    6.611797997    3.882633511    3.883044414    3.882713095
    6.661879800    3.851105049    3.851513849    3.851184237
    6.711961603    3.820066130    3.820472834    3.820144924
    6.762043406    3.789507131    3.789911745    3.789585532
    6.812125209    3.759418651    3.759821182    3.759496660
    6.862207012    3.729791509    3.730191963    3.729869127
    6.912288815    3.700616736    3.701015120    3.700693964
    6.962370618    3.671885570    3.672281891    3.671962411
    7.012452421    3.643589452    3.643983717    3.643665906
    7.062534224    3.615720019    3.616112235    3.615796086
    7.112616027    3.588269097    3.588659271    3.588344780
    7.162697830    3.561228701    3.561616841    3.561304001
    7.212779633    3.534591028    3.534977140    3.534665946
    7.262861436    3.508348448    3.508732541    3.508422986
    7.312943239    3.482493507    3.482875588    3.482567666
    7.363025042    3.457018918    3.457398994    3.457092698
    7.413106845    3.431917555    3.432295635    3.431990959
    7.463188648    3.407182454    3.407558545    3.407255484
    7.513270451    3.382806806    3.383180916    3.382879462
    7.563352254    3.358783951    3.359156088    3.358856235
    7.613434057    3.335107378    3.335477551    3.335179292
    7.663515860    3.311770721    3.312138938    3.311842266
    7.713597663    3.288767751    3.289134020    3.288838928
    7.763679466    3.266092378    3.266456707    3.266163189
    7.813761269    3.243738643    3.244101041    3.243809090
    7.863843072    3.221700720    3.222061194    3.221770803
    7.913924875    3.199972905    3.200331465    3.200042627
    7.964006678    3.178549620    3.178906275    3.178618983
    8.014088481    3.157425409    3.157780166    3.157494413
    8.064170284    3.136594929    3.136947798    3.136663576
    8.114252087    3.116052955    3.116403944    3.116121247
    8.164333890    3.095794371    3.096143489    3.095862310
    8.214415693    3.075814173    3.076161429    3.075881760
    8.264497496    3.056107460    3.056452863    3.056174697
    8.314579299    3.036669436    3.037012994    3.036736324
    8.364661102    3.017495407    3.017837129    3.017561948
    8.414742905    2.998580775    2.998920671    2.998646971
    8.464824708    2.979921042    2.980259119    2.979986893
    8.514906511    2.961511799    2.961848068    2.961577309
    8.564988314    2.943348734    2.943683203    2.943413903
    8.615070117    2.925427620    2.925760298    2.925492450
    8.665151920    2.907744320    2.908075217    2.907808813
    8.715233723    2.890294782    2.890623905    2.890358939
    8.765315526    2.873075035    2.873402395    2.873138859
    8.815397329    2.856081192    2.856406798    2.856144684
    8.865479132    2.839309444    2.839633305    2.839372605
    8.915560935    2.822756060    2.823078184    2.822818892
    8.965642738    2.806417384    2.806737781    2.806479888
    9.015724541    2.790289833    2.790608512    2.790352012
    9.065806344    2.774369898    2.774686869    2.774431754
    9.115888147    2.758654140    2.758969411    2.758715673
    9.165969950    2.743139189    2.743452769    2.743200401
    9.216051753    2.727821739    2.728133638    2.727882633
    9.266133556    2.712698555    2.713008782    2.712759132
    9.316215359    2.697766463    2.698075026    2.697826724
    9.366297162    2.683022351    2.683329260    2.683082298
    9.416378965    2.668463170    2.668768434    2.668522805
    9.466460768    2.654085930    2.654389559    2.654145255
    9.516542571    2.639887701    2.640189702    2.639946716
    9.566624374    2.625865607    2.626165991    2.625924315
    9.616706177    2.612016830    2.612315606    2.612075233
    9.666787980    2.598338607    2.598635783    2.598396706
    9.716869783    2.584828228    2.585123813    2.584886025
    9.766951586    2.571483034    2.571777038    2.571540530
    9.817033389    2.558300418    2.558592849    2.558357615
    9.867115192    2.545277822    2.545568690    2.545334723
    9.917196995    2.532412739    2.532702053    2.532469344
    9.967278798    2.519702708    2.519990476    2.519759018
   10.017360601    2.507145313    2.507431545    2.507201332
   10.067442404    2.494738187    2.495022891    2.494793915
   10.117524207    2.482479005    2.482762191    2.482534444
   10.167606010    2.470365488    2.470647163    2.470420639
   10.217687813    2.458395396    2.458675571    2.458450262
   10.267769616    2.446566535    2.446845217    2.446621117
   10.317851419    2.434876749    2.435153948    2.434931048
   10.367933222    2.423323923    2.423599646    2.423377941
   10.418015025    2.411905980    2.412180238    2.411959719
   10.468096828    2.400620882    2.400893683    2.400674344
   10.518178631    2.389466630    2.389737982    2.389519815
   10.568260434    2.378441259    2.378711171    2.378494170
   10.618342237    2.367542840    2.367811321    2.367595478
   10.668424040    2.356769482    2.357036540    2.356821849
   10.718505843    2.346119325    2.346384969    2.346171422
   10.768587646    2.335590544    2.335854783    2.335642373
   10.818669449    2.325181348    2.325444189    2.325232910
   10.868751252    2.314889975    2.315151427    2.314941272
   10.918833055    2.304714697    2.304974770    2.304765731
   10.968914858    2.294653818    2.294912518    2.294704590
   11.018996661    2.284705669    2.284963006    2.284756181
   11.069078464    2.274868613    2.275124594    2.274918866
   11.119160267    2.265141040    2.265395674    2.265191036
   11.169242070    2.255521371    2.255774667    2.255571111
   11.219323873    2.246008052    2.246260017    2.246057538
   11.269405676    2.236599559    2.236850202    2.236648792
   11.319487479    2.227294392    2.227543721    2.227343374
   11.369569282    2.218091079    2.218339101    2.218139811
   11.419651085    2.208988172    2.209234897    2.209036656
   11.469732888    2.199984251    2.200229685    2.200032488
   11.519814691    2.191077916    2.191322068    2.191125908
   11.569896494    2.182267795    2.182510673    2.182315543
   11.619978297    2.173552538    2.173794150    2.173600044
   11.670060100    2.164930818    2.165171172    2.164978083
   11.720141903    2.156401332    2.156640434    2.156448357
   11.770223706    2.147962796    2.148200656    2.148009584
   11.820305509    2.139613952    2.139850577    2.139660503
   11.870387312    2.131353559    2.131588957    2.131399875
   11.920469115    2.123180401    2.123414579    2.123226483
   11.970550918    2.115093280    2.115326245    2.115139129
   12.020632721    2.107091017    2.107322778    2.107136636
   12.070714524    2.099172456    2.099403020    2.099217846
   12.120796327    2.091336458    2.091565833    2.091381620
   12.170878130    2.083581904    2.083810097    2.083626839
   12.220959933    2.075907692    2.076134710    2.075952401
   12.271041736    2.068312740    2.068538590    2.068357225
   12.321123539    2.060795982    2.061020673    2.060840245
   12.371205342    2.053356371    2.053579909    2.053400413
   12.421287145    2.045992878    2.046215270    2.046036699
   12.471368948    2.038704487    2.038925742    2.038748090
   12.521450751    2.031490203    2.031710326    2.031533589
   12.571532554    2.024349044    2.024568043    2.024392214
   12.621614357    2.017280045    2.017497928    2.017323001
   12.671696160    2.010282258    2.010499031    2.010325000
   12.721777963    2.003354747    2.003570418    2.003397278
   12.771859766    1.996496594    1.996711169    1.996538914
   12.821941569    1.989706895    1.989920380    1.989749006
   12.872023372    1.982984759    1.983197162    1.983026661
   12.922105175    1.976329310    1.976540638    1.976371006
   12.972186978    1.969739687    1.969949947    1.969781177
   13.022268781    1.963215041    1.963424239    1.963256327
   13.072350584    1.956754537    1.956962680    1.956795620
   13.122432387    1.950357354    1.950564449    1.950398235
   13.172514190    1.944022682    1.944228735    1.944063363
   13.222595993    1.937749726    1.937954744    1.937790207
   13.272677796    1.931537701    1.931741690    1.931577984
   13.322759599    1.925385836    1.925588803    1.925425922
   13.372841402    1.919293371    1.919495323    1.919333262
   13.422923205    1.913259558    1.913460501    1.913299255
   13.473005008    1.907283661    1.907483601    1.907323165
   13.523086811    1.901364955    1.901563899    1.901404266
   13.573168614    1.895502726    1.895700680    1.895541846
   13.623250417    1.889696270    1.889893240    1.889735201
   13.673332220    1.883944896    1.884140889    1.883983639
   13.723414023    1.878247922    1.878442943    1.878286477
   13.773495826    1.872604676    1.872798732    1.872643045
   13.823577629    1.867014497    1.867207594    1.867052681
   13.873659432    1.861476734    1.861668877    1.861514734
   13.923741235    1.855990745    1.856181941    1.856028562
   13.973823038    1.850555899    1.850746154    1.850593534
   14.023904841    1.845171572    1.845360892    1.845209027
   14.073986644    1.839837153    1.840025543    1.839874428
   14.124068447    1.834552036    1.834739503    1.834589133
   14.174150250    1.829315627    1.829502176    1.829352546
   14.224232053    1.824127340    1.824312977    1.824164083
   14.274313856    1.818986596    1.819171328    1.819023165
   14.324395659    1.813892828    1.814076659    1.813929222
   14.374477462    1.808845474    1.809028411    1.808881695
   14.424559265    1.803843982    1.804026029    1.803880031
   14.474641068    1.798887807    1.799068971    1.798923685
   14.524722871    1.793976413    1.794156699    1.794012122
   14.574804674    1.789109271    1.789288685    1.789144811
   14.624886477    1.784285860    1.784464407    1.784321233
   14.674968280    1.779505667    1.779683353    1.779540873
   14.725050083    1.774768186    1.774945015    1.774803226
   14.775131886    1.770072917    1.770248896    1.770107792
   14.825213689    1.765419369    1.765594503    1.765454081
   14.875295492    1.760807058    1.760981351    1.760841606
   14.925377295    1.756235505    1.756408964    1.756269892
   14.975459098    1.751704240    1.751876869    1.751738466
   15.025540902    1.747212798    1.747384603    1.747246865
   15.075622705    1.742760722    1.742931709    1.742794630
   15.125704508    1.738347561    1.738517733    1.738381311
   15.175786311    1.733972870    1.734142233    1.734006463
   15.225868114    1.729636209    1.729804769    1.729669647
   15.275949917    1.725337147    1.725504908    1.725370430
   15.326031720    1.721075257    1.721242224    1.721108386
   15.376113523    1.716850119    1.717016297    1.716883095
   15.426195326    1.712661318    1.712826712    1.712694142
   15.476277129    1.708508446    1.708673060    1.708541118
   15.526358932    1.704391098    1.704554938    1.704423620
   15.576440735    1.700308877    1.700471948    1.700341250
   15.626522538    1.696261391    1.696423698    1.696293615
   15.676604341    1.692248254    1.692409800    1.692280330
   15.726686144    1.688269083    1.688429874    1.688301013
   15.776767947    1.684323502    1.684483543    1.684355286
   15.826849750    1.680411141    1.680570436    1.680442780
   15.876931553    1.676531632    1.676690186    1.676563128
   15.927013356    1.672684616    1.672842433    1.672715968
   15.977095159    1.668869734    1.669026820    1.668900944
   16.027176962    1.665086637    1.665242995    1.665117706
   16.077258765    1.661334977    1.661490612    1.661365905
   16.127340568    1.657614412    1.657769329    1.657645201
   16.177422371    1.653924605    1.654078807    1.653955255
   16.227504174    1.650265222    1.650418715    1.650295734
   16.277585977    1.646635936    1.646788722    1.646666310
   16.327667780    1.643036420    1.643188506    1.643066658
   16.377749583    1.639466357    1.639617746    1.639496459
   16.427831386    1.635925430    1.636076126    1.635955397
   16.477913189    1.632413327    1.632563335    1.632443160
   16.527994992    1.628929741    1.629079066    1.628959442
   16.578076795    1.625474369    1.625623014    1.625503937
   16.628158598    1.622046912    1.622194880    1.622076348
   16.678240401    1.618647072    1.618794370    1.618676378
   16.728322204    1.615274560    1.615421190    1.615303736
   16.778404007    1.611929088    1.612075054    1.611958134
   16.828485810    1.608610370    1.608755677    1.608639287
   16.878567613    1.605318126    1.605462778    1.605346916
   16.928649416    1.602052081    1.602196081    1.602080744
   16.978731219    1.598811960    1.598955313    1.598840496
   17.028813022    1.595597493    1.595740203    1.595625904
   17.078894825    1.592408415    1.592550485    1.592436701
   17.128976628    1.589244462    1.589385896    1.589272624
   17.179058431    1.586105375    1.586246177    1.586133414
   17.229140234    1.582990897    1.583131072    1.583018814
   17.279222037    1.579900776    1.580040326    1.579928571
   17.329303840    1.576834762    1.576973692    1.576862436
   17.379385643    1.573792607    1.573930921    1.573820161
   17.429467446    1.570774070    1.570911770    1.570801503
   17.479549249    1.567778908    1.567915999    1.567806223
   17.529631052    1.564806885    1.564943370    1.564834081
   17.579712855    1.561857766    1.561993649    1.561884845
   17.629794658    1.558931319    1.559066604    1.558958281
   17.679876461    1.556027317    1.556162007    1.556054162
   17.729958264    1.553145532    1.553279631    1.553172262
   17.780040067    1.550285742    1.550419253    1.550312358
   17.830121870    1.547447727    1.547580654    1.547474228
   17.880203673    1.544631269    1.544763615    1.544657657
   17.930285476    1.541836153    1.541967922    1.541862428
   17.980367279    1.539062167    1.539193363    1.539088330
   18.030449082    1.536309101    1.536439727    1.536335153
   18.080530885    1.533576749    1.533706807    1.533602690
   18.130612688    1.530864905    1.530994400    1.530890736
   18.180694491    1.528173368    1.528302303    1.528199089
   18.230776294    1.525501938    1.525630316    1.525527550
   18.280858097    1.522850418    1.522978242    1.522875921
   18.330939900    1.520218613    1.520345886    1.520244008
   18.381021703    1.517606330    1.517733056    1.517631618
   18.431103506    1.515013380    1.515139562    1.515038562
   18.481185309    1.512439574    1.512565215    1.512464650
   18.531267112    1.509884727    1.510009831    1.509909698
   18.581348915    1.507348656    1.507473225    1.507373522
   18.631430718    1.504831179    1.504955217    1.504855941
   18.681512521    1.502332117    1.502455627    1.502356775
   18.731594324    1.499851293    1.499974278    1.499875849
   18.781676127    1.497388534    1.497510997    1.497412987
   18.831757930    1.494943664    1.495065609    1.494968016
   18.881839733    1.492516515    1.492637944    1.492540766
   18.931921536    1.490106918    1.490227833    1.490131068
   18.982003339    1.487714704    1.487835110    1.487738754
   19.032085142    1.485339711    1.485459610    1.485363662
   19.082166945    1.482981775    1.483101169    1.483005627
   19.132248748    1.480640734    1.480759628    1.480664488
   19.182330551    1.478316431    1.478434826    1.478340087
   19.232412354    1.476008707    1.476126607    1.476032266
   19.282494157    1.473717408    1.473834816    1.473740870
   19.332575960    1.471442379    1.471559297    1.471465745
   19.382657763    1.469183470    1.469299901    1.469206740
   19.432739566    1.466940529    1.467056476    1.466963704
   19.482821369    1.464713408    1.464828874    1.464736489
   19.532903172    1.462501961    1.462616949    1.462524948
   19.582984975    1.460306043    1.460420555    1.460328937
   19.633066778    1.458125510    1.458239549    1.458148311
   19.683148581    1.455960221    1.456073790    1.455982930
   19.733230384    1.453810036    1.453923137    1.453832652
   19.783312187    1.451674815    1.451787452    1.451697341
   19.833393990    1.449554423    1.449666598    1.449576858
   19.883475793    1.447448724    1.447560439    1.447471068
   19.933557596    1.445357584    1.445468842    1.445379838
   19.983639399    1.443280870    1.443391674    1.443303035
   20.033721202    1.441218452    1.441328804    1.441240528
   20.083803005    1.439170201    1.439280103    1.439192188
   20.133884808    1.437135987    1.437245443    1.437157887
   20.183966611    1.435115686    1.435224697    1.435137498
   20.234048414    1.433109171    1.433217741    1.433130897
   20.284130217    1.431116319    1.431224450    1.431137959
   20.334212020    1.429137008    1.429244702    1.429158562
   20.384293823    1.427171116    1.427278376    1.427192585
   20.434375626    1.425218525    1.425325353    1.425239908
   20.484457429    1.423279115    1.423385514    1.423300413
   20.534539232    1.421352769    1.421458741    1.421373984
   20.584621035    1.419439372    1.419544920    1.419460503
   20.634702838    1.417538810    1.417643935    1.417559858
   20.684784641    1.415650968    1.415755673    1.415671933
   20.734866444    1.413775735    1.413880023    1.413796618
   20.784948247    1.411913001    1.412016873    1.411933802
   20.835030050    1.410062655    1.410166115    1.410083375
   20.885111853    1.408224589    1.408327638    1.408245228
   20.935193656    1.406398696    1.406501337    1.406419255
   20.985275459    1.404584870    1.404687105    1.404605348
   21.035357262    1.402783005    1.402884837    1.402803405
   21.085439065    1.400992999    1.401094429    1.401013319
   21.135520868    1.399214748    1.399315779    1.399234990
   21.185602671    1.397448151    1.397548785    1.397468314
   21.235684474    1.395693107    1.395793346    1.395713193
   21.285766277    1.393949517    1.394049363    1.393969525
   21.335848080    1.392217282    1.392316738    1.392237213
   21.385929883    1.390496306    1.390595373    1.390516160
   21.436011686    1.388786491    1.388885171    1.388806269
   21.486093489    1.387087742    1.387186039    1.387107445
   21.536175292    1.385399966    1.385497880    1.385419593
   21.586257095    1.383723068    1.383820603    1.383742620
   21.636338898    1.382056957    1.382154114    1.382076435
   21.686420701    1.380401542    1.380498322    1.380420945
   21.736502504    1.378756731    1.378853137    1.378776060
   21.786584307    1.377122435    1.377218470    1.377141691
   21.836666110    1.375498566    1.375594231    1.375517749
   21.886747913    1.373885036    1.373980334    1.373904147
   21.936829716    1.372281759    1.372376691    1.372300798
   21.986911519    1.370688649    1.370783217    1.370707616
   22.036993322    1.369105621    1.369199826    1.369124516
   22.087075125    1.367532590    1.367626436    1.367551414
   22.137156928    1.365969474    1.366062962    1.365988227
   22.187238731    1.364416190    1.364509322    1.364434873
   22.237320534    1.362872657    1.362965435    1.362891271
   22.287402337    1.361338795    1.361431221    1.361357339
   22.337484140    1.359814523    1.359906598    1.359832997
   22.387565943    1.358299763    1.358391489    1.358318168
   22.437647746    1.356794435    1.356885816    1.356812772
   22.487729549    1.355298464    1.355389500    1.355316733
   22.537811352    1.353811772    1.353902465    1.353829973
   22.587893155    1.352334284    1.352424635    1.352352417
   22.637974958    1.350865924    1.350955936    1.350883990
   22.688056761    1.349406618    1.349496292    1.349424618
   22.738138564    1.347956292    1.348045631    1.347974226
   22.788220367    1.346514875    1.346603880    1.346532742
   22.838302170    1.345082293    1.345170966    1.345100095
   22.888383973    1.343658475    1.343746818    1.343676212
   22.938465776    1.342243351    1.342331365    1.342261023
   22.988547579    1.340836851    1.340924538    1.340854458
   23.038629382    1.339438905    1.339526267    1.339456447
   23.088711185    1.338049445    1.338136483    1.338066923
   23.138792988    1.336668403    1.336755120    1.336685818
   23.188874791    1.335295712    1.335382108    1.335313063
   23.238956594    1.333931305    1.334017383    1.333948593
   23.289038397    1.332575116    1.332660878    1.332592342
   23.339120200    1.331227081    1.331312527    1.331244244
   23.389202003    1.329887134    1.329972266    1.329904235
   23.439283806    1.328555211    1.328640032    1.328572251
   23.489365609    1.327231250    1.327315760    1.327248228
   23.539447412    1.325915187    1.325999389    1.325932104
   23.589529215    1.324606960    1.324690855    1.324623816
   23.639611018    1.323306509    1.323390098    1.323323304
   23.689692821    1.322013771    1.322097056    1.322030506
   23.739774624    1.320728687    1.320811670    1.320745362
   23.789856427    1.319451196    1.319533879    1.319467812
   23.839938230    1.318181240    1.318263624    1.318197797
   23.890020033    1.316918761    1.317000846    1.316935258
   23.940101836    1.315663699    1.315745489    1.315680138
   23.990183639    1.314415998    1.314497493    1.314432378
   24.040265442    1.313175601    1.313256802    1.313191923
   24.090347245    1.311942450    1.312023361    1.311958715
   24.140429048    1.310716492    1.310797112    1.310732699
   24.190510851    1.309497669    1.309578001    1.309513819
   24.240592654    1.308285928    1.308365973    1.308302021
   24.290674457    1.307081214    1.307160973    1.307097251
   24.340756260    1.305883474    1.305962948    1.305899454
   24.390838063    1.304692653    1.304771845    1.304708577
   24.440919866    1.303508700    1.303587611    1.303524568
   24.491001669    1.302331562    1.302410193    1.302347375
   24.541083472    1.301161188    1.301239540    1.301176945
   24.591165275    1.299997525    1.300075600    1.300013228
   24.641247078    1.298840524    1.298918324    1.298856172
   24.691328881    1.297690135    1.297767659    1.297705728
   24.741410684    1.296546306    1.296623558    1.296561845
   24.791492487    1.295408989    1.295485970    1.295424474
   24.841574290    1.294278136    1.294354846    1.294293567
   24.891656093    1.293153697    1.293230138    1.293169075
   24.941737896    1.292035624    1.292111798    1.292050949
   24.991819699    1.290923871    1.290999778    1.290939143
   25.041901503    1.289818389    1.289894032    1.289833608
   25.091983306    1.288719132    1.288794512    1.288734299
   25.142065109    1.287626055    1.287701172    1.287641170
   25.192146912    1.286539110    1.286613966    1.286554174
   25.242228715    1.285458254    1.285532850    1.285473265
   25.292310518    1.284383440    1.284457778    1.284398400
   25.342392321    1.283314624    1.283388705    1.283329533
   25.392474124    1.282251762    1.282325587    1.282266620
   25.442555927    1.281194810    1.281268381    1.281209618
   25.492637730    1.280143725    1.280217043    1.280158483
   25.542719533    1.279098464    1.279171530    1.279113172
   25.592801336    1.278058984    1.278131799    1.278073642
   25.642883139    1.277025244    1.277097809    1.277039852
   25.692964942    1.275997200    1.276069517    1.276011759
   25.743046745    1.274974813    1.275046883    1.274989323
   25.793128548    1.273958040    1.274029864    1.273972501
   25.843210351    1.272946841    1.273018421    1.272961253
   25.893292154    1.271941176    1.272012512    1.271955540
   25.943373957    1.270941005    1.271012099    1.270955321
   25.993455760    1.269946288    1.270017140    1.269960556
   26.043537563    1.268956986    1.269027598    1.268971206
   26.093619366    1.267973060    1.268043433    1.267987232
   26.143701169    1.266994471    1.267064607    1.267008596
   26.193782972    1.266021181    1.266091080    1.266035259
   26.243864775    1.265053153    1.265122817    1.265067184
   26.293946578    1.264090348    1.264159778    1.264104333
   26.344028381    1.263132730    1.263201927    1.263146668
   26.394110184    1.262180262    1.262249226    1.262194154
   26.444191987    1.261232906    1.261301640    1.261246753
   26.494273790    1.260290628    1.260359132    1.260304428
   26.544355593    1.259353390    1.259421666    1.259367145
   26.594437396    1.258421158    1.258489206    1.258434868
   26.644519199    1.257493896    1.257561718    1.257507561
   26.694601002    1.256571569    1.256639165    1.256585189
   26.744682805    1.255654142    1.255721515    1.255667718
   26.794764608    1.254741582    1.254808731    1.254755112
   26.844846411    1.253833853    1.253900780    1.253847339
   26.894928214    1.252930922    1.252997628    1.252944365
   26.945010017    1.252032756    1.252099242    1.252046155
   26.995091820    1.251139322    1.251205588    1.251152677
   27.045173623    1.250250586    1.250316634    1.250263897
   27.095255426    1.249366516    1.249432347    1.249379784
   27.145337229    1.248487079    1.248552695    1.248500304
   27.195419032    1.247612244    1.247677645    1.247625426
   27.245500835    1.246741978    1.246807165    1.246755118
   27.295582638    1.245876251    1.245941225    1.245889349
   27.345664441    1.245015031    1.245079793    1.245028086
   27.395746244    1.244158286    1.244222837    1.244171299
   27.445828047    1.243305987    1.243370328    1.243318958
   27.495909850    1.242458102    1.242522235    1.242471032
   27.545991653    1.241614602    1.241678527    1.241627490
   27.596073456    1.240775456    1.240839174    1.240788304
   27.646155259    1.239940636    1.240004147    1.239953442
   27.696237062    1.239110110    1.239173417    1.239122876
   27.746318865    1.238283851    1.238346954    1.238296576
   27.796400668    1.237461829    1.237524729    1.237474513
