# energy grid [eV]  eels components [arbitrary units]
#
    0.001000000    0.000000000    0.000000000    0.000000000
    0.051081803    0.002001705    0.001609330    0.001357385
    0.101163606    0.001074968    0.001107897    0.001137551
    0.151245409    0.001023398    0.001034012    0.001043368
    0.201327212    0.001268349    0.001275086    0.001281036
    0.251409015    0.001664724    0.001670067    0.001674829
    0.301490818    0.002279163    0.002283996    0.002288359
    0.351572621    0.003316641    0.003321541    0.003326038
    0.401654424    0.005259981    0.005265596    0.005270850
    0.451736227    0.008747786    0.008754867    0.008761639
    0.501818030    0.013593837    0.013603016    0.013612018
    0.551899833    0.014594530    0.014603914    0.014613379
    0.601981636    0.009445653    0.009450912    0.009456380
    0.652063439    0.006319464    0.006322276    0.006325298
    0.702145242    0.005275888    0.005277749    0.005279822
    0.752227045    0.005443633    0.005445159    0.005446927
    0.802308848    0.006795705    0.006797226    0.006799063
    0.852390651    0.009355790    0.009357518    0.009359705
    0.902472454    0.010709156    0.010710859    0.010713124
    0.952554257    0.012058968    0.012060557    0.012062785
    1.002636060    0.014942432    0.014944147    0.014946695
    1.052717863    0.015083800    0.015085389    0.015087900
    1.102799666    0.012974397    0.012975545    0.012977479
    1.152881469    0.013560177    0.013561107    0.013562788
    1.202963272    0.016310941    0.016311853    0.016313632
    1.253045075    0.017060249    0.017061032    0.017062687
    1.303126878    0.019562140    0.019562795    0.019564309
    1.353208681    0.026539639    0.026540308    0.026542012
    1.403290484    0.033616762    0.033617636    0.033620105
    1.453372287    0.034486386    0.034487301    0.034490194
    1.503454090    0.033563202    0.033563993    0.033566838
    1.553535893    0.034230059    0.034230729    0.034233526
    1.603617696    0.034652845    0.034653419    0.034656262
    1.653699499    0.033720562    0.033721008    0.033723713
    1.703781302    0.032538245    0.032538555    0.032540957
    1.753863105    0.033848768    0.033848970    0.033851130
    1.803944908    0.037296736    0.037296868    0.037299126
    1.854026711    0.038330048    0.038330103    0.038332370
    1.904108514    0.040594998    0.040594977    0.040597168
    1.954190317    0.044603720    0.044603614    0.044606051
    2.004272120    0.045259689    0.045259486    0.045262186
    2.054353923    0.043800558    0.043800292    0.043802813
    2.104435726    0.044613284    0.044612969    0.044615288
    2.154517529    0.047311730    0.047311352    0.047313630
    2.204599332    0.049263541    0.049263102    0.049265349
    2.254681135    0.053945455    0.053944996    0.053947041
    2.304762938    0.066849400    0.066848724    0.066851399
    2.354844741    0.073523816    0.073522370    0.073527576
    2.404926544    0.062232603    0.062230936    0.062236446
    2.455008347    0.054934065    0.054932471    0.054937338
    2.505090150    0.048253364    0.048251864    0.048256129
    2.555171953    0.041690799    0.041689542    0.041692892
    2.605253756    0.040741634    0.040740481    0.040743373
    2.655335559    0.039280879    0.039279773    0.039282400
    2.705417362    0.038548282    0.038547258    0.038549569
    2.755499165    0.038629794    0.038628813    0.038630925
    2.805580968    0.039707651    0.039706685    0.039708675
    2.855662771    0.040426937    0.040425960    0.040427893
    2.905744574    0.039526202    0.039525255    0.039527059
    2.955826377    0.038963391    0.038962556    0.038964091
    3.005908180    0.040530567    0.040529800    0.040531160
    3.055989983    0.043626973    0.043626253    0.043627489
    3.106071786    0.049393219    0.049392396    0.049393768
    3.156153589    0.051451587    0.051450451    0.051452298
    3.206235392    0.048183092    0.048181895    0.048183792
    3.256317195    0.044938499    0.044937366    0.044939116
    3.306398998    0.042273064    0.042272074    0.042273567
    3.356480801    0.040984158    0.040983277    0.040984576
    3.406562604    0.039917321    0.039916542    0.039917665
    3.456644407    0.038716553    0.038715853    0.038716843
    3.506726210    0.036290606    0.036290050    0.036290821
    3.556808013    0.034783755    0.034783360    0.034783897
    3.606889816    0.033298908    0.033298692    0.033298979
    3.656971619    0.032866707    0.032866720    0.032866700
    3.707053422    0.035636552    0.035636842    0.035636462
    3.757135225    0.041613673    0.041614160    0.041613532
    3.807217028    0.044124432    0.044124836    0.044124321
    3.857298831    0.041549021    0.041549410    0.041548922
    3.907380634    0.038502031    0.038502542    0.038501911
    3.957462437    0.035640748    0.035641490    0.035640588
    4.007544240    0.035053288    0.035054426    0.035053064
    4.057626043    0.039549877    0.039551668    0.039549551
    4.107707846    0.047172691    0.047175200    0.047172269
    4.157789649    0.054500258    0.054503416    0.054499766
    4.207871452    0.060458404    0.060461949    0.060457893
    4.257953255    0.064331951    0.064335946    0.064331422
    4.308035058    0.070806858    0.070811569    0.070806286
    4.358116861    0.081178556    0.081183900    0.081177961
    4.408198664    0.087238428    0.087243056    0.087237952
    4.458280467    0.084427830    0.084431484    0.084427486
    4.508362270    0.079818695    0.079821930    0.079818421
    4.558444073    0.075773692    0.075776871    0.075773454
    4.608525876    0.073370857    0.073374202    0.073370638
    4.658607679    0.071594780    0.071598323    0.071594579
    4.708689482    0.069519684    0.069523412    0.069519504
    4.758771285    0.067078251    0.067082380    0.067078085
    4.808853088    0.067996986    0.068001913    0.067996827
    4.858934891    0.072218025    0.072223755    0.072217881
    4.909016694    0.075579777    0.075586008    0.075579663
    4.959098497    0.078728888    0.078735196    0.078728811
    5.009180301    0.074259567    0.074265333    0.074259534
    5.059262104    0.069891322    0.069897326    0.069891328
    5.109343907    0.067574204    0.067580699    0.067574252
    5.159425710    0.066824726    0.066832152    0.066824827
    5.209507513    0.071116001    0.071124903    0.071116171
    5.259589316    0.075817964    0.075828030    0.075818208
    5.309671119    0.079697203    0.079708277    0.079697526
    5.359752922    0.082911230    0.082923136    0.082911636
    5.409834725    0.085463267    0.085475895    0.085463757
    5.459916528    0.087540114    0.087553393    0.087540691
    5.509998331    0.088317048    0.088330695    0.088317702
