# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    0.001000000*********************************************
   26.394110184    0.751182349    0.751086558    0.751155846
   26.444191987    0.751216938    0.751121543    0.751190537
   26.494273790    0.751006138    0.750911138    0.750979837
   26.544355593    0.750681408    0.750586803    0.750655207
   26.594437396    0.747579644    0.747485434    0.747553547
   26.644519199    0.744099005    0.744005183    0.744073009
   26.694601002    0.743066495    0.742973055    0.743040598
   26.744682805    0.743157513    0.743064452    0.743131713
   26.794764608    0.744554492    0.744461811    0.744528789
   26.844846411    0.745653954    0.745561647    0.745628346
   26.894928214    0.746627205    0.746535269    0.746601692
   26.945010017    0.748139949    0.748048382    0.748114529
   26.995091820    0.749853200    0.749761998    0.749827872
   27.045173623    0.751462611    0.751371772    0.751437374
   27.095255426    0.753480008    0.753389530    0.753454860
   27.145337229    0.755921420    0.755831301    0.755896360
   27.195419032    0.757195252    0.757105490    0.757170281
   27.245500835    0.758033381    0.757943972    0.758008499
   27.295582638    0.759378950    0.759289892    0.759354156
   27.345664441    0.761275321    0.761186610    0.761250614
   27.395746244    0.763328515    0.763240148    0.763303894
   27.445828047    0.765224206    0.765136182    0.765199672
   27.495909850    0.764624589    0.764536906    0.764600140
   27.545991653    0.760036382    0.759949035    0.760012016
   27.596073456    0.759818815    0.759731804    0.759794533
   27.646155259    0.762865902    0.762779224    0.762841703
   27.696237062    0.764997657    0.764911308    0.764973540
   27.746318865    0.765429915    0.765343891    0.765405877
   27.796400668    0.767637793    0.767552093    0.767613835
   27.846482471    0.771825823    0.771740446    0.771801945
   27.896564274    0.775100510    0.775015455    0.775076712
   27.946646077    0.778074513    0.777989776    0.778050795
   27.996727880    0.780693287    0.780608864    0.780669646
   28.046809683    0.782640391    0.782556279    0.782616825
   28.096891486    0.781646320    0.781562516    0.781622827
   28.146973289    0.781508080    0.781424583    0.781484660
   28.197055092    0.781235314    0.781152123    0.781211967
   28.247136895    0.777732658    0.777649772    0.777709387
   28.297218698    0.772614545    0.772531963    0.772591349
   28.347300501    0.771015862    0.770933579    0.770992737
   28.397382304    0.769698911    0.769616922    0.769675857
   28.447464107    0.767744810    0.767663114    0.767721828
   28.497545910    0.767152716    0.767071311    0.767129805
   28.547627713    0.769569862    0.769488746    0.769547022
   28.597709516    0.772496881    0.772416051    0.772474112
   28.647791319    0.773612105    0.773531558    0.773589405
   28.697873122    0.775650327    0.775570061    0.775627692
   28.747954925    0.778191693    0.778111706    0.778169123
   28.798036728    0.778147442    0.778067730    0.778124935
   28.848118531    0.778684981    0.778605540    0.778662537
   28.898200334    0.779987717    0.779908546    0.779965337
   28.948282137    0.778130343    0.778051443    0.778108024
   28.998363940    0.774451101    0.774372470    0.774428840
   29.048445743    0.773777098    0.773698729    0.773754896
   29.098527546    0.775448772    0.775370663    0.775426628
   29.148609349    0.777891131    0.777813285    0.777869048
   29.198691152    0.781120134    0.781042550    0.781098111
   29.248772955    0.784543919    0.784466591    0.784521953
   29.298854758    0.787770576    0.787693500    0.787748667
   29.348936561    0.791708059    0.791631231    0.791686206
   29.399018364    0.794748787    0.794672208    0.794726991
   29.449100167    0.794377957    0.794301625    0.794356216
   29.499181970    0.792013152    0.791937064    0.791991464
   29.549263773    0.790264876    0.790189028    0.790243240
   29.599345576    0.788686771    0.788611162    0.788665187
   29.649427379    0.785588450    0.785513078    0.785566919
   29.699509182    0.783283394    0.783208255    0.783261916
   29.749590985    0.781070348    0.780995438    0.781048919
   29.799672788    0.779168466    0.779093784    0.779147084
   29.849754591    0.778026193    0.777951735    0.778004855
   29.899836394    0.777241597    0.777167359    0.777220305
   29.949918197    0.778227563    0.778153545    0.778206315
   30.000000000    0.780181049    0.780107247    0.780159841
