# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    0.001000000*********************************************
   13.873659432   -0.159933578   -0.160342656   -0.160076142
   13.923741235   -0.155693235   -0.156069206   -0.155830287
   13.973823038   -0.149857042   -0.150298347   -0.149997616
   14.023904841   -0.148124197   -0.148783612   -0.148282312
   14.073986644   -0.148584863   -0.149311600   -0.148746973
   14.124068447   -0.149113652   -0.149814846   -0.149270596
   14.174150250   -0.147868334   -0.148537210   -0.148019633
   14.224232053   -0.145683419   -0.146321337   -0.145830253
   14.274313856   -0.134699597   -0.135311585   -0.134842382
   14.324395659   -0.114437231   -0.115027908   -0.114576192
   14.374477462   -0.097698945   -0.098271713   -0.097834334
   14.424559265   -0.086799252   -0.087356646   -0.086931394
   14.474641068   -0.080094194   -0.080637977   -0.080223145
   14.524722871   -0.077343223   -0.077874822   -0.077469085
   14.574804674   -0.069119845   -0.069640624   -0.069243024
   14.624886477   -0.055632430   -0.056143583   -0.055753165
   14.674968280   -0.051778806   -0.052281075   -0.051897007
   14.725050083   -0.047268896   -0.047762775   -0.047384393
   14.775131886   -0.033821596   -0.034307623   -0.033934267
   14.825213689   -0.022923894   -0.023402570   -0.023033537
   14.875295492   -0.011512880   -0.011984796   -0.011619252
   14.925377295    0.001448673    0.000982889    0.001345973
   14.975459098    0.005494076    0.005033760    0.005395548
   15.025540902    0.006469508    0.006013954    0.006375802
   15.075622705    0.006762147    0.006310572    0.006674173
   15.125704508    0.007868809    0.007421027    0.007786489
   15.175786311    0.009514431    0.009075094    0.009428761
   15.225868114    0.018167356    0.017750596    0.018051530
   15.275949917    0.027726425    0.027325688    0.027592293
   15.326031720    0.037569569    0.037173340    0.037438320
   15.376113523    0.048954781    0.048561201    0.048829455
   15.426195326    0.052992870    0.052602222    0.052872588
   15.476277129    0.052234352    0.051847025    0.052118087
   15.526358932    0.056435417    0.056051659    0.056322397
   15.576440735    0.061642553    0.061262509    0.061532270
   15.626522538    0.062338804    0.061962540    0.062230916
   15.676604341    0.063963927    0.063591438    0.063858135
   15.726686144    0.070889533    0.070520803    0.070785567
   15.776767947    0.080281746    0.079916733    0.080179403
   15.826849750    0.089159779    0.088798464    0.089058952
   15.876931553    0.095742104    0.095384445    0.095642682
   15.927013356    0.101205491    0.100851401    0.101107309
   15.977095159    0.111124959    0.110774333    0.111027892
   16.027176962    0.124831360    0.124484102    0.124735322
   16.077258765    0.135859647    0.135515647    0.135764520
   16.127340568    0.144261361    0.143920501    0.144167015
   16.177422371    0.148027676    0.147689772    0.147933913
   16.227504174    0.148099192    0.147764005    0.148005727
   16.277585977    0.149875795    0.149543059    0.149782317
   16.327667780    0.153171179    0.152840508    0.153077275
   16.377749583    0.157128900    0.156800050    0.157034318
   16.427831386    0.160145047    0.159819617    0.160051754
   16.477913189    0.163752059    0.163438040    0.163669747
   16.527994992    0.167505013    0.167203187    0.167434632
   16.578076795    0.172563179    0.172265085    0.172494534
   16.628158598    0.178689263    0.178392830    0.178619901
   16.678240401    0.184772850    0.184478152    0.184702909
   16.728322204    0.191996806    0.191704162    0.191926699
   16.778404007    0.197980839    0.197690522    0.197910916
   16.828485810    0.203967763    0.203679955    0.203898259
   16.878567613    0.212035800    0.211750622    0.211966890
   16.928649416    0.218966354    0.218683900    0.218898177
   16.978731219    0.225463418    0.225183773    0.225396092
   17.028813022    0.232943885    0.232667122    0.232877521
   17.078894825    0.240731495    0.240457675    0.240666190
   17.128976628    0.247183084    0.246912272    0.247118919
   17.179058431    0.250065396    0.249797745    0.250002518
   17.229140234    0.252926448    0.252662200    0.252865108
   17.279222037    0.258496762    0.258236172    0.258437239
   17.329303840    0.265848208    0.265591576    0.265790837
   17.379385643    0.271671887    0.271419690    0.271617168
   17.429467446    0.275432117    0.275185044    0.275380715
   17.479549249    0.279372663    0.279131677    0.279325487
   17.529631052    0.284337995    0.284104221    0.284296107
   17.579712855    0.290105830    0.289878493    0.290068524
   17.629794658    0.295239575    0.295004251    0.295193264
   17.679876461    0.298657938    0.298386019    0.298575638
   17.729958264    0.302854247    0.302568303    0.302757280
   17.780040067    0.306375617    0.306094970    0.306282243
   17.830121870    0.310126740    0.309853303    0.310038821
   17.880203673    0.315420635    0.315153316    0.315337154
   17.930285476    0.321197743    0.320935452    0.321117678
   17.980367279    0.325855671    0.325597616    0.325778289
   18.030449082    0.330042589    0.329788221    0.329967379
   18.080530885    0.334689522    0.334438445    0.334616118
   18.130612688    0.340542583    0.340294505    0.340470710
   18.180694491    0.345713966    0.345468667    0.345643433
   18.230776294    0.349554252    0.349311567    0.349484906
   18.280858097    0.352882865    0.352642653    0.352814594
   18.330939900    0.357690335    0.357452470    0.357623051
   18.381021703    0.363938470    0.363702866    0.363872103
   18.431103506    0.369796481    0.369563049    0.369730964
   18.481185309    0.374856728    0.374625390    0.374792013
   18.531267112    0.379408107    0.379178806    0.379344176
   18.581348915    0.382967607    0.382740303    0.382904418
   18.631430718    0.384710747    0.384485413    0.384648264
   18.681512521    0.388435830    0.388212414    0.388374009
   18.731594324    0.393338001    0.393116453    0.393276813
   18.781676127    0.397425384    0.397205674    0.397364811
   18.831757930    0.400854976    0.400637075    0.400795000
   18.881839733    0.404298372    0.404082259    0.404238972
   18.931921536    0.408616982    0.408402635    0.408558135
   18.982003339    0.412083171    0.411870572    0.412024857
   19.032085142    0.415352000    0.415141137    0.415294208
   19.082166945    0.419568006    0.419358816    0.419510741
   19.132248748    0.424103990    0.423896206    0.424047253
   19.182330551    0.428142340    0.427935920    0.428086138
   19.232412354    0.430859347    0.430654559    0.430803657
   19.282494157    0.432331592    0.432128496    0.432276391
   19.332575960    0.434851488    0.434650096    0.434796794
   19.382657763    0.437821925    0.437622208    0.437767713
   19.432739566    0.440483329    0.440285279    0.440429579
   19.482821369    0.444160095    0.443963758    0.444106847
   19.532903172    0.447933560    0.447738984    0.447880836
   19.582984975    0.451630935    0.451438196    0.451578757
   19.633066778    0.455168764    0.454977965    0.455117161
   19.683148581    0.458726801    0.458538086    0.458675796
   19.733230384    0.462478056    0.462291675    0.462427717
   19.783312187    0.466280413    0.466096673    0.466230829
   19.833393990    0.470015801    0.469834690    0.469967004
   19.883475793    0.473574904    0.473393772    0.473526435
   19.933557596    0.477085082    0.476895961    0.477035445
   19.983639399    0.480458451    0.480264810    0.480408367
   20.033721202    0.483542436    0.483350597    0.483493059
   20.083803005    0.486558680    0.486369231    0.486508940
   20.133884808    0.489406309    0.489217969    0.489354031
   20.183966611    0.492427175    0.492240226    0.492374231
   20.234048414    0.495438968    0.495253914    0.495386716
   20.284130217    0.498474817    0.498291577    0.498423332
   20.334212020    0.501624172    0.501442585    0.501573321
   20.384293823    0.504601589    0.504421565    0.504551318
   20.434375626    0.507682761    0.507504320    0.507633297
   20.484457429    0.510752820    0.510576015    0.510704660
   20.534539232    0.513749719    0.513574283    0.513702345
   20.584621035    0.516729205    0.516555033    0.516682206
   20.634702838    0.519405675    0.519232752    0.519359004
   20.684784641    0.522141442    0.521969752    0.522095122
   20.734866444    0.524817606    0.524647123    0.524771659
   20.784948247    0.527278853    0.527109564    0.527233311
   20.835030050    0.529832960    0.529664873    0.529787845
   20.885111853    0.532394716    0.532227781    0.532350009
   20.935193656    0.535144852    0.534978680    0.535100234
   20.985275459    0.538074322    0.537908137    0.538029069
   21.035357262    0.540980168    0.540814596    0.540934735
   21.085439065    0.543657713    0.543493711    0.543612598
   21.135520868    0.546217629    0.546055120    0.546172903
   21.185602671    0.548873853    0.548712455    0.548829507
   21.235684474    0.551586159    0.551425767    0.551542162
   21.285766277    0.554238373    0.554078962    0.554194704
   21.335848080    0.556839875    0.556681428    0.556796516
   21.385929883    0.559364649    0.559207149    0.559321579
   21.436011686    0.561856664    0.561700093    0.561813877
   21.486093489    0.564442244    0.564286604    0.564399738
   21.536175292    0.566999687    0.566844976    0.566957453
   21.586257095    0.569502093    0.569348299    0.569460122
   21.636338898    0.571987849    0.571834960    0.571946136
   21.686420701    0.574449807    0.574297820    0.574408354
   21.736502504    0.576897487    0.576746392    0.576856289
   21.786584307    0.579308565    0.579158352    0.579267611
   21.836666110    0.581710099    0.581560755    0.581669385
   21.886747913    0.584111758    0.583963272    0.584071282
   21.936829716    0.586492987    0.586345349    0.586452745
   21.986911519    0.588848997    0.588702199    0.588808988
   22.036993322    0.591186636    0.591040669    0.591146856
   22.087075125    0.593505479    0.593360333    0.593465924
   22.137156928    0.595804771    0.595660439    0.595765439
   22.187238731    0.598085212    0.597941685    0.598046100
   22.237320534    0.600347630    0.600204901    0.600308736
   22.287402337    0.602592759    0.602450820    0.602554079
   22.337484140    0.604821237    0.604680080    0.604782769
   22.387565943    0.607033629    0.606893247    0.606995372
   22.437647746    0.609230451    0.609090836    0.609192402
   22.487729549    0.611412179    0.611273323    0.611374335
   22.537811352    0.613579260    0.613441157    0.613541619
   22.587893155    0.615732119    0.615594762    0.615694680
   22.637974958    0.617871168    0.617734549    0.617833927
   22.688056761    0.619996801    0.619860915    0.619959758
   22.738138564    0.622109409    0.621974248    0.622072561
   22.788220367    0.624209371    0.624074929    0.624172716
   22.838302170    0.626297067    0.626163336    0.626260603
   22.888383973    0.628372870    0.628239845    0.628336596
   22.938465776    0.630437158    0.630304832    0.630401070
   22.988547579    0.632490306    0.632358673    0.632454403
   23.038629382    0.634532695    0.634401749    0.634496976
   23.088711185    0.636564712    0.636434446    0.636529175
   23.138792988    0.638586749    0.638457159    0.638551393
   23.188874791    0.640599211    0.640470289    0.640564032
   23.238956594    0.642602510    0.642474251    0.642567508
   23.289038397    0.644597076    0.644469474    0.644562250
   23.339120200    0.646583355    0.646456404    0.646548701
   23.389202003    0.648561812    0.648435506    0.648527330
   23.439283806    0.650532937    0.650407272    0.650498626
   23.489365609    0.652497252    0.652372221    0.652463109
   23.539447412    0.654455309    0.654330908    0.654421333
   23.589529215    0.656407706    0.656283928    0.656373895
   23.639611018    0.658355089    0.658231930    0.658321442
   23.689692821    0.660298167    0.660175621    0.660264683
   23.739774624    0.662237726    0.662115789    0.662204403
   23.789856427    0.664174649    0.664053314    0.664141485
   23.839938230    0.666109938    0.665989202    0.666076933
   23.890020033    0.668044756    0.667924613    0.668011908
   23.940101836    0.669980474    0.669860920    0.669947781
   23.990183639    0.671918746    0.671799774    0.671886207
   24.040265442    0.673861615    0.673743222    0.673829229
   24.090347245    0.675811685    0.675693866    0.675779450
   24.140429048    0.677772372    0.677655122    0.677740287
   24.190510851    0.679748291    0.679631605    0.679716354
   24.240592654    0.681745724    0.681629598    0.681713934
   24.290674457    0.683772432    0.683656861    0.683740789
   24.340756260    0.685831202    0.685716181    0.685799703
   24.390838063    0.687880122    0.687765648    0.687848767
   24.440919866    0.689787907    0.689673976    0.689756695
   24.491001669    0.691574472    0.691461078    0.691543400
   24.541083472    0.693493793    0.693380932    0.693462861
   24.591165275    0.695283964    0.695171632    0.695253171
   24.641247078    0.696622730    0.696510922    0.696592074
   24.691328881    0.697917032    0.697805745    0.697886513
   24.741410684    0.699634633    0.699523862    0.699604249
   24.791492487    0.701398485    0.701288227    0.701368235
   24.841574290    0.703380675    0.703270926    0.703350558
   24.891656093    0.705608577    0.705499333    0.705578593
   24.941737896    0.707879823    0.707771078    0.707849969
   24.991819699    0.710167337    0.710059089    0.710137613
   25.041901503    0.712461156    0.712353401    0.712431561
   25.091983306    0.714682151    0.714574885    0.714652683
   25.142065109    0.716963761    0.716856979    0.716934419
   25.192146912    0.719291054    0.719184754    0.719261837
   25.242228715    0.721445623    0.721339801    0.721416531
   25.292310518    0.723122325    0.723016977    0.723093356
   25.342392321    0.724873562    0.724768686    0.724844716
   25.392474124    0.726911003    0.726806594    0.726882279
   25.442555927    0.729309532    0.729205585    0.729280927
   25.492637730    0.731809456    0.731705968    0.731780969
   25.542719533    0.734221090    0.734118057    0.734192720
   25.592801336    0.736917211    0.736814629    0.736888957
   25.642883139    0.739037966    0.738935833    0.739009829
   25.692964942    0.740371902    0.740270214    0.740343881
   25.743046745    0.741734778    0.741633533    0.741706871
   25.793128548    0.743115200    0.743014393    0.743087405
   25.843210351    0.744925389    0.744825017    0.744897705
   25.893292154    0.746153225    0.746053286    0.746125653
   25.943373957    0.746344602    0.746245093    0.746317142
   25.993455760    0.747190365    0.747091280    0.747163012
   26.043537563    0.748995839    0.748897175    0.748968594
   26.093619366    0.751381007    0.751282764    0.751353871
   26.143701169    0.753657128    0.753559302    0.753630100
   26.193782972    0.755160273    0.755062859    0.755133350
   26.243864775    0.755660942    0.755563938    0.755634123
   26.293946578    0.754173175    0.754076578    0.754146462
   26.344028381    0.752630043    0.752533852    0.752603437
