# Tetrahedron method
       -3.9676657845        0.0000000000
       -3.8137613758        0.0000000000
       -3.6598569671        0.0000000000
       -3.5059525584        0.0000000000
       -3.3520481497        0.0000000000
       -3.1981437410        0.0000000000
       -3.0442393323        0.0000000000
       -2.8903349236        0.0000000000
       -2.7364305149        0.0000000000
       -2.5825261062        0.0000000000
       -2.4286216975        0.0000000000
       -2.2747172888        0.0000000000
       -2.1208128801        0.0000000000
       -1.9669084714        0.0000000000
       -1.8130040627        0.0000000000
       -1.6590996540        0.0000000000
       -1.5051952453        0.0000000000
       -1.3512908366        0.0046236253
       -1.1973864279        0.0124597838
       -1.0434820192        0.0120553662
       -0.8895776105        0.0106448136
       -0.7356732018        0.0087350164
       -0.5817687931        0.0077794130
       -0.4278643844        0.0075342096
       -0.2739599757        0.0076963214
       -0.1200555670        0.0078134518
        0.0338488417        0.0078677028
        0.1877532504        0.0082004517
        0.3416576592        0.0103074217
        0.4955620679        0.0128326252
        0.6494664766        0.0166622108
        0.8033708853        0.0212830856
        0.9572752940        0.0270084314
        1.1111797027        0.0333187891
        1.2650841114        0.0404680357
        1.4189885201        0.0479398261
        1.5728929288        0.0556371180
        1.7267973375        0.0642076047
        1.8807017462        0.0736443360
        2.0346061549        0.0837759681
        2.1885105636        0.0954663982
        2.3424149723        0.1085252961
        2.4963193810        0.1237157192
        2.6502237897        0.1416832753
        2.8041281984        0.1643625188
        2.9580326071        0.2088317225
        3.1119370158        0.2766238772
        3.2658414245        0.3427276522
        3.4197458332        0.4056103225
        3.5736502419        0.4648341401
        3.7275546506        0.5283564623
        3.8814590593        0.5922947206
        4.0353634680        0.6918750630
        4.1892678767        0.8312374483
        4.3431722854        1.1347609514
        4.4970766941        1.3571221774
        4.6509811028        1.4562168525
        4.8048855115        1.6466467005
        4.9587899202        1.6842879093
        5.1126943289        1.1961091377
        5.2665987376        1.3095716734
        5.4205031463        0.7918344311
        5.5744075550        0.8458582397
        5.7283119637        0.9353253645
        5.8822163724        1.0524495105
        6.0361207811        1.2700371326
        6.1900251898        1.3177355779
        6.3439295985        1.1755553393
        6.4978340072        1.0444271428
        6.6517384159        0.9694450310
        6.8056428246        1.0293563932
        6.9595472333        0.9370462084
        7.1134516420        0.6862792766
        7.2673560507        0.6134771294
        7.4212604594        0.6228953367
        7.5751648681        0.5201410528
        7.7290692769        0.6989094182
        7.8829736856        0.8090183775
        8.0368780943        1.0304781699
        8.1907825030        1.4757463736
        8.3446869117        1.9284259974
        8.4985913204        1.4781525137
        8.6524957291        2.9840403887
        8.8064001378        2.5346769326
        8.9603045465        2.2501580134
        9.1142089552        1.6274948068
        9.2681133639        1.3209610552
        9.4220177726        1.0721836272
        9.5759221813        0.9601519639
        9.7298265900        0.8655154981
        9.8837309987        0.6643052897
       10.0376354074        0.5332083521
       10.1915398161        0.5698251618
       10.3454442248        0.7126634877
       10.4993486335        0.8560481761
       10.6532530422        0.8039921238
       10.8071574509        0.9133886782
       10.9610618596        0.8225866052
       11.1149662683        0.8583036389
       11.2688706770        0.9403954798
       11.4227750857        0.9789946952
       11.5766794944        1.0436361872
       11.7305839031        1.0570380354
       11.8844883118        1.1027781530
       12.0383927205        0.7840306760
       12.1922971292        0.6395568696
       12.3462015379        0.5085775354
       12.5001059466        0.2705955746
       12.6540103553        0.1064097692
       12.8079147640        0.0613734273
       12.9618191727        0.0000000000
       13.1157235814        0.0000000000
       13.2696279901        0.0000000000
       13.4235323988        0.0000000000
       13.5774368075        0.3118659147
       13.7313412162        0.6869692930
       13.8852456249        0.6631163068
       14.0391500336        0.7092708776
       14.1930544423        0.7870729427
       14.3469588510        0.9592360668
       14.5008632597        1.0250916802
       14.6547676684        1.0497770007
       14.8086720771        1.1391329087
       14.9625764859        1.1021408144
       15.1164808946        0.9369033704
       15.2703853033        0.8645073895
       15.4242897120        0.8645109990
       15.5781941207        0.9922785631
       15.7320985294        1.0721135953
       15.8860029381        0.9770978589
       16.0399073468        0.9234710109
       16.1938117555        0.8069168325
       16.3477161642        0.7303538875
       16.5016205729        0.7585161009
       16.6555249816        0.8299467479
       16.8094293903        0.9018639202
       16.9633337990        0.9613802414
       17.1172382077        1.0456425780
       17.2711426164        1.0648350018
       17.4250470251        0.9686697976
       17.5789514338        0.9031247635
       17.7328558425        1.1964555517
       17.8867602512        1.4116327183
       18.0406646599        1.4163725020
       18.1945690686        1.1429880698
       18.3484734773        1.0226599540
       18.5023778860        1.0891388160
       18.6562822947        1.0118878492
       18.8101867034        0.8866435974
       18.9640911121        0.7148840876
       19.1179955208        0.6349271733
       19.2718999295        0.5814008746
       19.4258043382        0.5560554815
       19.5797087469        0.5345933237
       19.7336131556        0.5152627007
       19.8875175643        0.5004178460
       20.0414219730        0.4109355932
       20.1953263817        0.3772091865
       20.3492307904        0.3210129522
       20.5031351991        0.2744407680
       20.6570396078        0.2765029344
       20.8109440165        0.2966884500
       20.9648484252        0.3991559576
       21.1187528339        0.1550047922
       21.2726572426        0.1957497665
       21.4265616513        0.2547845483
       21.5804660600        0.3336896571
       21.7343704687        0.4456974745
       21.8882748774        0.5046962223
       22.0421792861        0.6476364423
       22.1960836948        0.7891521147
       22.3499881036        0.8904207889
       22.5038925123        1.0291220502
       22.6577969210        1.2317238897
       22.8117013297        1.0320900125
       22.9656057384        0.9285928050
       23.1195101471        0.9319685526
       23.2734145558        0.8647768155
       23.4273189645        0.9817918001
       23.5812233732        0.5335040612
       23.7351277819        0.1837128499
       23.8890321906        0.1162897379
       24.0429365993        0.0681851223
       24.1968410080        0.0217757363
       24.3507454167        0.0000000000
       24.5046498254        0.0000000000
       24.6585542341        0.0000000000
       24.8124586428        0.0000000000
       24.9663630515        0.0000000000
       25.1202674602        0.0000000000
       25.2741718689        0.0000000000
       25.4280762776        0.0000000000
       25.5819806863        0.0000000000
       25.7358850950        0.0000000000
       25.8897895037        0.0000000000
       26.0436939124        0.0000000000
       26.1975983211        0.0000000000
       26.3515027298        0.0000000000
       26.5054071385        0.0000000000
       26.6593115472        0.0000000000
       26.8132159559        0.0000000000
