# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    8.414742905    4.461414670    4.461414695    4.461414647
    8.464824708    4.447442081    4.447442106    4.447442059
    8.514906511    4.433512989    4.433513014    4.433512968
    8.564988314    4.419627758    4.419627783    4.419627737
    8.615070117    4.405786738    4.405786762    4.405786716
    8.665151920    4.391990265    4.391990289    4.391990244
    8.715233723    4.378238667    4.378238690    4.378238646
    8.765315526    4.364532254    4.364532278    4.364532234
    8.815397329    4.350871330    4.350871353    4.350871310
    8.865479132    4.337256182    4.337256205    4.337256163
    8.915560935    4.323687090    4.323687112    4.323687070
    8.965642738    4.310164318    4.310164341    4.310164299
    9.015724541    4.296688124    4.296688146    4.296688105
    9.065806344    4.283258751    4.283258773    4.283258732
    9.115888147    4.269876433    4.269876455    4.269876415
    9.165969950    4.256541394    4.256541415    4.256541376
    9.216051753    4.243253846    4.243253868    4.243253829
    9.266133556    4.230013994    4.230014015    4.230013976
    9.316215359    4.216822029    4.216822050    4.216822012
    9.366297162    4.203678136    4.203678156    4.203678119
    9.416378965    4.190582488    4.190582508    4.190582471
    9.466460768    4.177535250    4.177535270    4.177535234
    9.516542571    4.164536578    4.164536598    4.164536562
    9.566624374    4.151586618    4.151586638    4.151586602
    9.616706177    4.138685509    4.138685528    4.138685493
    9.666787980    4.125833378    4.125833397    4.125833363
    9.716869783    4.113030348    4.113030367    4.113030333
    9.766951586    4.100276531    4.100276550    4.100276516
    9.817033389    4.087572031    4.087572050    4.087572016
    9.867115192    4.074916946    4.074916964    4.074916931
    9.917196995    4.062311363    4.062311381    4.062311349
    9.967278798    4.049755365    4.049755383    4.049755351
   10.017360601    4.037249026    4.037249043    4.037249012
   10.067442404    4.024792411    4.024792429    4.024792398
   10.117524207    4.012385582    4.012385599    4.012385569
   10.167606010    4.000028591    4.000028608    4.000028577
   10.217687813    3.987721483    3.987721499    3.987721470
   10.267769616    3.975464298    3.975464314    3.975464285
   10.317851419    3.963257069    3.963257085    3.963257056
   10.367933222    3.951099822    3.951099838    3.951099809
   10.418015025    3.938992577    3.938992593    3.938992565
   10.468096828    3.926935350    3.926935366    3.926935338
   10.518178631    3.914928148    3.914928163    3.914928136
   10.568260434    3.902970973    3.902970989    3.902970961
   10.618342237    3.891063823    3.891063838    3.891063812
   10.668424040    3.879206689    3.879206704    3.879206678
   10.718505843    3.867399557    3.867399572    3.867399546
   10.768587646    3.855642408    3.855642422    3.855642397
   10.818669449    3.843935217    3.843935231    3.843935205
   10.868751252    3.832277954    3.832277968    3.832277943
   10.918833055    3.820670586    3.820670600    3.820670575
   10.968914858    3.809113073    3.809113087    3.809113062
   11.018996661    3.797605371    3.797605385    3.797605361
   11.069078464    3.786147433    3.786147446    3.786147423
   11.119160267    3.774739205    3.774739218    3.774739195
   11.169242070    3.763380630    3.763380643    3.763380620
   11.219323873    3.752071647    3.752071660    3.752071637
   11.269405676    3.740812191    3.740812203    3.740812181
   11.319487479    3.729602191    3.729602204    3.729602182
   11.369569282    3.718441576    3.718441588    3.718441566
   11.419651085    3.707330267    3.707330279    3.707330257
   11.469732888    3.696268183    3.696268195    3.696268174
   11.519814691    3.685255241    3.685255253    3.685255232
   11.569896494    3.674291353    3.674291364    3.674291344
   11.619978297    3.663376426    3.663376438    3.663376417
   11.670060100    3.652510367    3.652510378    3.652510358
   11.720141903    3.641693077    3.641693088    3.641693069
   11.770223706    3.630924456    3.630924467    3.630924447
   11.820305509    3.620204399    3.620204410    3.620204391
   11.870387312    3.609532799    3.609532810    3.609532791
   11.920469115    3.598909546    3.598909557    3.598909538
   11.970550918    3.588334528    3.588334539    3.588334520
   12.020632721    3.577807629    3.577807640    3.577807622
   12.070714524    3.567328731    3.567328741    3.567328724
   12.120796327    3.556897714    3.556897723    3.556897706
   12.170878130    3.546514453    3.546514463    3.546514445
   12.220959933    3.536178824    3.536178833    3.536178817
   12.271041736    3.525890699    3.525890708    3.525890691
   12.321123539    3.515649947    3.515649956    3.515649939
   12.371205342    3.505456436    3.505456445    3.505456429
   12.421287145    3.495310032    3.495310041    3.495310025
   12.471368948    3.485210597    3.485210606    3.485210591
   12.521450751    3.475157995    3.475158004    3.475157988
   12.571532554    3.465152083    3.465152092    3.465152077
   12.621614357    3.455192721    3.455192729    3.455192714
   12.671696160    3.445279763    3.445279771    3.445279756
   12.721777963    3.435413064    3.435413072    3.435413057
   12.771859766    3.425592476    3.425592484    3.425592469
   12.821941569    3.415817850    3.415817858    3.415817844
   12.872023372    3.406089036    3.406089043    3.406089029
   12.922105175    3.396405881    3.396405888    3.396405874
   12.972186978    3.386768231    3.386768238    3.386768225
   13.022268781    3.377175932    3.377175939    3.377175926
   13.072350584    3.367628827    3.367628834    3.367628821
   13.122432387    3.358126759    3.358126766    3.358126753
   13.172514190    3.348669568    3.348669575    3.348669563
   13.222595993    3.339257095    3.339257102    3.339257090
   13.272677796    3.329889178    3.329889185    3.329889173
   13.322759599    3.320565656    3.320565662    3.320565650
   13.372841402    3.311286363    3.311286370    3.311286358
   13.422923205    3.302051137    3.302051144    3.302051132
   13.473005008    3.292859812    3.292859819    3.292859807
   13.523086811    3.283712222    3.283712228    3.283712217
   13.573168614    3.274608200    3.274608206    3.274608195
   13.623250417    3.265547577    3.265547583    3.265547572
   13.673332220    3.256530186    3.256530191    3.256530181
   13.723414023    3.247555856    3.247555861    3.247555851
   13.773495826    3.238624418    3.238624423    3.238624413
   13.823577629    3.229735700    3.229735706    3.229735696
   13.873659432    3.220889533    3.220889538    3.220889528
   13.923741235    3.212085742    3.212085747    3.212085737
   13.973823038    3.203324157    3.203324162    3.203324152
   14.023904841    3.194604603    3.194604608    3.194604598
   14.073986644    3.185926908    3.185926913    3.185926903
   14.124068447    3.177290897    3.177290902    3.177290892
   14.174150250    3.168696396    3.168696401    3.168696391
   14.224232053    3.160143230    3.160143235    3.160143226
   14.274313856    3.151631224    3.151631229    3.151631220
   14.324395659    3.143160203    3.143160207    3.143160199
   14.374477462    3.134729991    3.134729995    3.134729986
   14.424559265    3.126340411    3.126340415    3.126340406
   14.474641068    3.117991288    3.117991291    3.117991283
   14.524722871    3.109682444    3.109682448    3.109682440
   14.574804674    3.101413705    3.101413708    3.101413700
   14.624886477    3.093184891    3.093184895    3.093184887
   14.674968280    3.084995828    3.084995831    3.084995824
   14.725050083    3.076846337    3.076846341    3.076846333
   14.775131886    3.068736242    3.068736245    3.068736238
   14.825213689    3.060665365    3.060665368    3.060665361
   14.875295492    3.052633530    3.052633533    3.052633526
   14.925377295    3.044640558    3.044640561    3.044640554
   14.975459098    3.036686274    3.036686277    3.036686270
   15.025540902    3.028770499    3.028770502    3.028770495
   15.075622705    3.020893057    3.020893059    3.020893053
   15.125704508    3.013053770    3.013053773    3.013053766
   15.175786311    3.005252462    3.005252465    3.005252458
   15.225868114    2.997488956    2.997488959    2.997488953
   15.275949917    2.989763076    2.989763078    2.989763072
   15.326031720    2.982074644    2.982074646    2.982074640
   15.376113523    2.974423485    2.974423487    2.974423481
   15.426195326    2.966809422    2.966809424    2.966809418
   15.476277129    2.959232280    2.959232282    2.959232276
   15.526358932    2.951691882    2.951691884    2.951691878
   15.576440735    2.944188054    2.944188055    2.944188050
   15.626522538    2.936720619    2.936720621    2.936720616
   15.676604341    2.929289404    2.929289406    2.929289401
   15.726686144    2.921894234    2.921894236    2.921894231
   15.776767947    2.914534934    2.914534935    2.914534930
   15.826849750    2.907211330    2.907211331    2.907211326
   15.876931553    2.899923248    2.899923249    2.899923245
   15.927013356    2.892670516    2.892670517    2.892670512
   15.977095159    2.885452960    2.885452961    2.885452956
   16.027176962    2.878270407    2.878270408    2.878270404
   16.077258765    2.871122686    2.871122687    2.871122683
   16.127340568    2.864009624    2.864009625    2.864009621
   16.177422371    2.856931051    2.856931051    2.856931047
   16.227504174    2.849886794    2.849886795    2.849886791
   16.277585977    2.842876684    2.842876684    2.842876680
   16.327667780    2.835900550    2.835900550    2.835900547
   16.377749583    2.828958222    2.828958223    2.828958219
   16.427831386    2.822049532    2.822049533    2.822049529
   16.477913189    2.815174311    2.815174311    2.815174308
   16.527994992    2.808332389    2.808332390    2.808332386
   16.578076795    2.801523600    2.801523600    2.801523597
   16.628158598    2.794747776    2.794747776    2.794747773
   16.678240401    2.788004750    2.788004750    2.788004747
   16.728322204    2.781294356    2.781294356    2.781294353
   16.778404007    2.774616428    2.774616428    2.774616425
   16.828485810    2.767970801    2.767970801    2.767970798
   16.878567613    2.761357310    2.761357309    2.761357307
   16.928649416    2.754775790    2.754775790    2.754775787
   16.978731219    2.748226079    2.748226078    2.748226076
   17.028813022    2.741708012    2.741708012    2.741708009
   17.078894825    2.735221428    2.735221428    2.735221425
   17.128976628    2.728766165    2.728766164    2.728766162
   17.179058431    2.722342060    2.722342059    2.722342057
   17.229140234    2.715948953    2.715948953    2.715948951
   17.279222037    2.709586685    2.709586684    2.709586682
   17.329303840    2.703255094    2.703255094    2.703255092
   17.379385643    2.696954023    2.696954022    2.696954020
   17.429467446    2.690683312    2.690683311    2.690683309
   17.479549249    2.684442804    2.684442803    2.684442801
   17.529631052    2.678232341    2.678232340    2.678232339
   17.579712855    2.672051767    2.672051766    2.672051765
   17.629794658    2.665900926    2.665900925    2.665900923
   17.679876461    2.659779662    2.659779661    2.659779659
   17.729958264    2.653687820    2.653687819    2.653687817
   17.780040067    2.647625246    2.647625245    2.647625244
   17.830121870    2.641591787    2.641591786    2.641591784
   17.880203673    2.635587290    2.635587288    2.635587287
   17.930285476    2.629611601    2.629611600    2.629611599
   17.980367279    2.623664570    2.623664569    2.623664568
   18.030449082    2.617746046    2.617746045    2.617746044
   18.080530885    2.611855878    2.611855877    2.611855876
   18.130612688    2.605993916    2.605993915    2.605993914
   18.180694491    2.600160012    2.600160010    2.600160009
   18.230776294    2.594354016    2.594354015    2.594354014
   18.280858097    2.588575781    2.588575780    2.588575779
   18.330939900    2.582825160    2.582825158    2.582825158
   18.381021703    2.577102006    2.577102005    2.577102004
   18.431103506    2.571406174    2.571406172    2.571406171
   18.481185309    2.565737517    2.565737516    2.565737515
   18.531267112    2.560095893    2.560095891    2.560095890
   18.581348915    2.554481156    2.554481154    2.554481153
   18.631430718    2.548893163    2.548893161    2.548893160
   18.681512521    2.543331772    2.543331770    2.543331769
   18.731594324    2.537796841    2.537796839    2.537796839
   18.781676127    2.532288229    2.532288226    2.532288226
   18.831757930    2.526805794    2.526805792    2.526805792
   18.881839733    2.521349398    2.521349396    2.521349396
   18.931921536    2.515918901    2.515918899    2.515918898
   18.982003339    2.510514164    2.510514161    2.510514161
   19.032085142    2.505135049    2.505135046    2.505135046
   19.082166945    2.499781419    2.499781416    2.499781416
   19.132248748    2.494453137    2.494453135    2.494453135
   19.182330551    2.489150068    2.489150065    2.489150065
   19.232412354    2.483872075    2.483872073    2.483872073
   19.282494157    2.478619025    2.478619023    2.478619023
   19.332575960    2.473390784    2.473390781    2.473390782
   19.382657763    2.468187217    2.468187215    2.468187215
   19.432739566    2.463008193    2.463008191    2.463008191
   19.482821369    2.457853580    2.457853577    2.457853577
   19.532903172    2.452723245    2.452723242    2.452723243
   19.582984975    2.447617059    2.447617056    2.447617056
   19.633066778    2.442534891    2.442534888    2.442534889
   19.683148581    2.437476612    2.437476609    2.437476610
   19.733230384    2.432442093    2.432442090    2.432442091
   19.783312187    2.427431207    2.427431204    2.427431204
   19.833393990    2.422443825    2.422443822    2.422443822
   19.883475793    2.417479821    2.417479818    2.417479819
   19.933557596    2.412539069    2.412539066    2.412539067
   19.983639399    2.407621444    2.407621441    2.407621441
   20.033721202    2.402726820    2.402726817    2.402726818
   20.083803005    2.397855073    2.397855070    2.397855071
   20.133884808    2.393006081    2.393006078    2.393006079
   20.183966611    2.388179720    2.388179717    2.388179718
   20.234048414    2.383375867    2.383375864    2.383375865
   20.284130217    2.378594402    2.378594399    2.378594400
   20.334212020    2.373835203    2.373835200    2.373835201
   20.384293823    2.369098151    2.369098147    2.369098148
   20.434375626    2.364383124    2.364383121    2.364383122
   20.484457429    2.359690005    2.359690002    2.359690003
   20.534539232    2.355018675    2.355018672    2.355018673
   20.584621035    2.350369016    2.350369013    2.350369014
   20.634702838    2.345740911    2.345740907    2.345740909
   20.684784641    2.341134244    2.341134240    2.341134241
   20.734866444    2.336548898    2.336548894    2.336548895
   20.784948247    2.331984758    2.331984755    2.331984756
   20.835030050    2.327441710    2.327441707    2.327441708
   20.885111853    2.322919640    2.322919637    2.322919638
   20.935193656    2.318418434    2.318418431    2.318418432
   20.985275459    2.313937980    2.313937976    2.313937978
   21.035357262    2.309478165    2.309478161    2.309478163
   21.085439065    2.305038878    2.305038874    2.305038876
   21.135520868    2.300620008    2.300620004    2.300620005
   21.185602671    2.296221444    2.296221440    2.296221441
   21.235684474    2.291843076    2.291843073    2.291843074
   21.285766277    2.287484797    2.287484793    2.287484795
   21.335848080    2.283146496    2.283146493    2.283146494
   21.385929883    2.278828067    2.278828063    2.278828065
   21.436011686    2.274529401    2.274529398    2.274529399
   21.486093489    2.270250393    2.270250389    2.270250391
   21.536175292    2.265990935    2.265990931    2.265990933
   21.586257095    2.261750923    2.261750919    2.261750921
   21.636338898    2.257530251    2.257530247    2.257530249
   21.686420701    2.253328815    2.253328811    2.253328813
   21.736502504    2.249146511    2.249146507    2.249146509
   21.786584307    2.244983236    2.244983232    2.244983234
   21.836666110    2.240838887    2.240838883    2.240838885
   21.886747913    2.236713363    2.236713359    2.236713361
   21.936829716    2.232606561    2.232606557    2.232606559
   21.986911519    2.228518381    2.228518377    2.228518379
   22.036993322    2.224448722    2.224448718    2.224448720
   22.087075125    2.220397485    2.220397481    2.220397483
   22.137156928    2.216364570    2.216364566    2.216364568
   22.187238731    2.212349879    2.212349875    2.212349877
   22.237320534    2.208353313    2.208353309    2.208353311
   22.287402337    2.204374776    2.204374771    2.204374774
   22.337484140    2.200414169    2.200414165    2.200414167
   22.387565943    2.196471397    2.196471392    2.196471395
   22.437647746    2.192546363    2.192546359    2.192546361
   22.487729549    2.188638973    2.188638968    2.188638970
   22.537811352    2.184749130    2.184749126    2.184749128
   22.587893155    2.180876742    2.180876738    2.180876740
   22.637974958    2.177021715    2.177021710    2.177021713
   22.688056761    2.173183954    2.173183950    2.173183952
   22.738138564    2.169363368    2.169363363    2.169363366
   22.788220367    2.165559864    2.165559860    2.165559862
   22.838302170    2.161773351    2.161773346    2.161773349
   22.888383973    2.158003737    2.158003733    2.158003735
   22.938465776    2.154250932    2.154250928    2.154250930
   22.988547579    2.150514847    2.150514842    2.150514845
   23.038629382    2.146795390    2.146795386    2.146795388
   23.088711185    2.143092474    2.143092470    2.143092472
   23.138792988    2.139406010    2.139406005    2.139406008
   23.188874791    2.135735909    2.135735905    2.135735907
   23.238956594    2.132082085    2.132082081    2.132082083
   23.289038397    2.128444451    2.128444446    2.128444449
   23.339120200    2.124822919    2.124822914    2.124822917
   23.389202003    2.121217404    2.121217399    2.121217402
   23.439283806    2.117627820    2.117627815    2.117627818
   23.489365609    2.114054082    2.114054078    2.114054080
   23.539447412    2.110496107    2.110496102    2.110496105
   23.589529215    2.106953809    2.106953804    2.106953807
   23.639611018    2.103427106    2.103427101    2.103427103
   23.689692821    2.099915913    2.099915908    2.099915911
   23.739774624    2.096420150    2.096420145    2.096420147
   23.789856427    2.092939732    2.092939728    2.092939730
   23.839938230    2.089474580    2.089474575    2.089474578
   23.890020033    2.086024612    2.086024607    2.086024610
   23.940101836    2.082589746    2.082589742    2.082589744
   23.990183639    2.079169904    2.079169899    2.079169902
   24.040265442    2.075765005    2.075765000    2.075765003
   24.090347245    2.072374969    2.072374964    2.072374967
   24.140429048    2.068999719    2.068999714    2.068999717
   24.190510851    2.065639175    2.065639170    2.065639173
   24.240592654    2.062293261    2.062293256    2.062293259
   24.290674457    2.058961897    2.058961892    2.058961895
   24.340756260    2.055645008    2.055645003    2.055645006
   24.390838063    2.052342517    2.052342512    2.052342515
   24.440919866    2.049054347    2.049054342    2.049054345
   24.491001669    2.045780424    2.045780419    2.045780422
   24.541083472    2.042520671    2.042520666    2.042520669
   24.591165275    2.039275015    2.039275010    2.039275013
   24.641247078    2.036043380    2.036043375    2.036043378
   24.691328881    2.032825693    2.032825688    2.032825691
   24.741410684    2.029621880    2.029621875    2.029621878
   24.791492487    2.026431868    2.026431863    2.026431866
   24.841574290    2.023255586    2.023255581    2.023255584
   24.891656093    2.020092959    2.020092954    2.020092957
   24.941737896    2.016943918    2.016943913    2.016943916
   24.991819699    2.013808389    2.013808384    2.013808387
   25.041901503    2.010686304    2.010686298    2.010686301
   25.091983306    2.007577589    2.007577584    2.007577587
   25.142065109    2.004482177    2.004482172    2.004482175
   25.192146912    2.001399997    2.001399992    2.001399995
   25.242228715    1.998330979    1.998330974    1.998330977
   25.292310518    1.995275056    1.995275050    1.995275053
   25.342392321    1.992232157    1.992232152    1.992232155
   25.392474124    1.989202216    1.989202211    1.989202214
   25.442555927    1.986185165    1.986185159    1.986185163
   25.492637730    1.983180935    1.983180930    1.983180933
   25.542719533    1.980189461    1.980189456    1.980189459
   25.592801336    1.977210676    1.977210671    1.977210674
   25.642883139    1.974244514    1.974244509    1.974244512
   25.692964942    1.971290909    1.971290904    1.971290907
   25.743046745    1.968349795    1.968349790    1.968349793
   25.793128548    1.965421108    1.965421103    1.965421106
   25.843210351    1.962504783    1.962504778    1.962504781
   25.893292154    1.959600756    1.959600751    1.959600754
   25.943373957    1.956708964    1.956708958    1.956708962
   25.993455760    1.953829341    1.953829336    1.953829339
   26.043537563    1.950961826    1.950961821    1.950961824
   26.093619366    1.948106356    1.948106351    1.948106354
   26.143701169    1.945262868    1.945262863    1.945262866
   26.193782972    1.942431301    1.942431296    1.942431299
   26.243864775    1.939611593    1.939611587    1.939611591
   26.293946578    1.936803682    1.936803676    1.936803680
   26.344028381    1.934007507    1.934007502    1.934007505
   26.394110184    1.931223009    1.931223003    1.931223007
   26.444191987    1.928450126    1.928450121    1.928450124
   26.494273790    1.925688799    1.925688794    1.925688797
   26.544355593    1.922938969    1.922938964    1.922938967
   26.594437396    1.920200576    1.920200571    1.920200574
   26.644519199    1.917473562    1.917473557    1.917473560
   26.694601002    1.914757868    1.914757863    1.914757866
   26.744682805    1.912053435    1.912053430    1.912053433
   26.794764608    1.909360207    1.909360202    1.909360205
   26.844846411    1.906678126    1.906678120    1.906678124
   26.894928214    1.904007134    1.904007128    1.904007132
   26.945010017    1.901347174    1.901347169    1.901347172
   26.995091820    1.898698191    1.898698186    1.898698189
   27.045173623    1.896060129    1.896060123    1.896060127
   27.095255426    1.893432930    1.893432925    1.893432928
   27.145337229    1.890816541    1.890816536    1.890816539
   27.195419032    1.888210905    1.888210900    1.888210903
   27.245500835    1.885615969    1.885615963    1.885615967
   27.295582638    1.883031677    1.883031671    1.883031675
   27.345664441    1.880457975    1.880457969    1.880457973
   27.395746244    1.877894809    1.877894804    1.877894807
   27.445828047    1.875342126    1.875342121    1.875342124
   27.495909850    1.872799873    1.872799868    1.872799871
   27.545991653    1.870267997    1.870267991    1.870267995
   27.596073456    1.867746444    1.867746439    1.867746442
   27.646155259    1.865235164    1.865235158    1.865235162
   27.696237062    1.862734102    1.862734097    1.862734100
   27.746318865    1.860243209    1.860243204    1.860243207
   27.796400668    1.857762433    1.857762427    1.857762431
