# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
   27.846482471    1.855291721    1.855291716    1.855291719
   27.896564274    1.852831025    1.852831019    1.852831023
   27.946646077    1.850380292    1.850380286    1.850380290
   27.996727880    1.847939473    1.847939467    1.847939471
   28.046809683    1.845508518    1.845508512    1.845508516
   28.096891486    1.843087377    1.843087371    1.843087375
   28.146973289    1.840676001    1.840675995    1.840675999
   28.197055092    1.838274340    1.838274335    1.838274338
   28.247136895    1.835882347    1.835882342    1.835882345
   28.297218698    1.833499972    1.833499967    1.833499970
   28.347300501    1.831127167    1.831127162    1.831127165
   28.397382304    1.828763884    1.828763879    1.828763883
   28.447464107    1.826410076    1.826410071    1.826410074
   28.497545910    1.824065695    1.824065690    1.824065693
   28.547627713    1.821730694    1.821730689    1.821730692
   28.597709516    1.819405026    1.819405021    1.819405025
   28.647791319    1.817088645    1.817088640    1.817088643
   28.697873122    1.814781504    1.814781499    1.814781502
   28.747954925    1.812483557    1.812483552    1.812483555
   28.798036728    1.810194758    1.810194753    1.810194756
   28.848118531    1.807915063    1.807915057    1.807915061
   28.898200334    1.805644424    1.805644419    1.805644422
   28.948282137    1.803382799    1.803382793    1.803382797
   28.998363940    1.801130141    1.801130135    1.801130139
   29.048445743    1.798886406    1.798886401    1.798886404
   29.098527546    1.796651551    1.796651545    1.796651549
   29.148609349    1.794425531    1.794425525    1.794425529
   29.198691152    1.792208302    1.792208296    1.792208300
   29.248772955    1.789999821    1.789999815    1.789999819
   29.298854758    1.787800044    1.787800039    1.787800043
   29.348936561    1.785608930    1.785608924    1.785608928
   29.399018364    1.783426434    1.783426429    1.783426432
   29.449100167    1.781252515    1.781252510    1.781252513
   29.499181970    1.779087130    1.779087125    1.779087128
   29.549263773    1.776930238    1.776930232    1.776930236
   29.599345576    1.774781796    1.774781790    1.774781794
   29.649427379    1.772641763    1.772641757    1.772641761
   29.699509182    1.770510097    1.770510092    1.770510095
   29.749590985    1.768386758    1.768386753    1.768386756
   29.799672788    1.766271705    1.766271700    1.766271703
   29.849754591    1.764164897    1.764164892    1.764164895
   29.899836394    1.762066294    1.762066289    1.762066292
   29.949918197    1.759975856    1.759975851    1.759975854
   30.000000000    1.757893543    1.757893537    1.757893541
