# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
   27.696237062    0.549530748    0.549530488    0.549530780
   27.746318865    0.498873590    0.498873468    0.498873853
   27.796400668    0.515655044    0.515654961    0.515655387
   27.846482471    0.573653322    0.573653304    0.573653592
   27.896564274    0.657956630    0.657956708    0.657956855
   27.946646077    0.687463108    0.687462863    0.687462896
   27.996727880    0.617826516    0.617826060    0.617826089
   28.046809683    0.563141918    0.563141515    0.563141642
   28.096891486    0.550323975    0.550323495    0.550323587
   28.146973289    0.555037294    0.555036986    0.555036946
   28.197055092    0.602840600    0.602840320    0.602840252
   28.247136895    0.657199548    0.657199085    0.657199002
   28.297218698    0.673974691    0.673974461    0.673974263
   28.347300501    0.633029805    0.633029545    0.633029384
   28.397382304    0.603803082    0.603802573    0.603802635
   28.447464107    0.610889363    0.610888543    0.610888853
   28.497545910    0.608870645    0.608869861    0.608870093
   28.547627713    0.598751627    0.598751000    0.598751252
   28.597709516    0.612371669    0.612371265    0.612371477
   28.647791319    0.621918106    0.621917934    0.621917637
   28.697873122    0.662394024    0.662394036    0.662393225
   28.747954925    0.637026223    0.637026185    0.637025355
   28.798036728    0.600849431    0.600849492    0.600848884
   28.848118531    0.620208672    0.620208632    0.620208129
   28.898200334    0.624590699    0.624590513    0.624590166
   28.948282137    0.606673929    0.606673940    0.606673750
   28.998363940    0.597128065    0.597128245    0.597128055
   29.048445743    0.575893270    0.575893579    0.575893461
   29.098527546    0.593292775    0.593292759    0.593292765
   29.148609349    0.586640152    0.586639977    0.586639851
   29.198691152    0.546311712    0.546311770    0.546311569
   29.248772955    0.541272833    0.541273176    0.541273047
   29.298854758    0.575155024    0.575155343    0.575155269
   29.348936561    0.554949903    0.554950072    0.554949950
   29.399018364    0.506417642    0.506417813    0.506417682
   29.449100167    0.507278668    0.507278876    0.507278734
   29.499181970    0.542014543    0.542015021    0.542014995
   29.549263773    0.605097263    0.605097759    0.605098119
   29.599345576    0.670583231    0.670583431    0.670584173
   29.649427379    0.693231623    0.693231481    0.693232282
   29.699509182    0.643550683    0.643550416    0.643550854
   29.749590985    0.565136179    0.565135989    0.565136127
   29.799672788    0.546083036    0.546082881    0.546083180
   29.849754591    0.533202756    0.533202576    0.533203109
   29.899836394    0.514889046    0.514888852    0.514889468
   29.949918197    0.506599300    0.506599201    0.506600000
   30.000000000    0.524373816    0.524373891    0.524374731
