# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
   20.334212020   -1.936335450   -1.936335221   -1.936335613
   20.384293823   -1.750711010   -1.750710514   -1.750711051
   20.434375626   -1.670177557   -1.670176852   -1.670177365
   20.484457429   -1.672221627   -1.672221146   -1.672221389
   20.534539232   -1.643934996   -1.643934896   -1.643934881
   20.584621035   -1.606241940   -1.606241979   -1.606242013
   20.634702838   -1.566796811   -1.566796847   -1.566796760
   20.684784641   -1.504419475   -1.504419447   -1.504419228
   20.734866444   -1.511888816   -1.511888639   -1.511888256
   20.784948247   -1.485342484   -1.485342460   -1.485341890
   20.835030050   -1.464186657   -1.464186913   -1.464186453
   20.885111853   -1.413351394   -1.413351799   -1.413351776
   20.935193656   -1.380647440   -1.380647857   -1.380648126
   20.985275459   -1.405008227   -1.405008629   -1.405009031
   21.035357262   -1.342660465   -1.342660678   -1.342661127
   21.085439065   -1.281846140   -1.281846244   -1.281846646
   21.135520868   -1.289943543   -1.289943684   -1.289944106
   21.185602671   -1.307264595   -1.307264605   -1.307265196
   21.235684474   -1.292193173   -1.292193163   -1.292193589
   21.285766277   -1.219210679   -1.219210628   -1.219210790
   21.335848080   -1.119922956   -1.119922715   -1.119922826
   21.385929883   -1.038578309   -1.038577718   -1.038577934
   21.436011686   -1.004334195   -1.004333163   -1.004333765
   21.486093489   -0.929206552   -0.929205319   -0.929206106
   21.536175292   -0.818520991   -0.818519784   -0.818520629
   21.586257095   -0.726215682   -0.726214574   -0.726215392
   21.636338898   -0.648767754   -0.648766876   -0.648767627
   21.686420701   -0.599833827   -0.599833193   -0.599833927
   21.736502504   -0.532167166   -0.532166676   -0.532167525
   21.786584307   -0.470907405   -0.470906859   -0.470907575
   21.836666110   -0.443901188   -0.443900877   -0.443901294
   21.886747913   -0.599931520   -0.599931978   -0.599931945
   21.936829716   -0.753504798   -0.753505633   -0.753504961
   21.986911519   -0.729364930   -0.729365871   -0.729365145
   22.036993322   -0.764701996   -0.764702772   -0.764702287
   22.087075125   -0.926212366   -0.926213079   -0.926213043
   22.137156928   -1.082893265   -1.082893140   -1.082893435
   22.187238731   -1.028009151   -1.028007970   -1.028008534
   22.237320534   -0.964496733   -0.964495813   -0.964496343
   22.287402337   -1.004989694   -1.004989303   -1.004989726
   22.337484140   -0.956497210   -0.956496742   -0.956497132
   22.387565943   -0.828787659   -0.828786919   -0.828787657
   22.437647746   -0.732733266   -0.732732887   -0.732733753
   22.487729549   -0.788978925   -0.788979116   -0.788979950
   22.537811352   -0.852308471   -0.852308882   -0.852309589
   22.587893155   -0.915454905   -0.915455607   -0.915456427
   22.637974958   -0.966406179   -0.966406486   -0.966407423
   22.688056761   -1.049641917   -1.049642118   -1.049642988
   22.738138564   -1.194012155   -1.194012487   -1.194013421
   22.788220367   -1.375321980   -1.375322309   -1.375322737
   22.838302170   -1.363566669   -1.363566958   -1.363566802
   22.888383973   -1.257494577   -1.257495341   -1.257494923
   22.938465776   -1.221563322   -1.221564403   -1.221564003
   22.988547579   -1.252781374   -1.252781911   -1.252781734
   23.038629382   -1.168308194   -1.168308093   -1.168308211
   23.088711185   -1.048293372   -1.048293104   -1.048293601
   23.138792988   -1.003220534   -1.003220283   -1.003221094
   23.188874791   -0.966175258   -0.966174859   -0.966175729
   23.238956594   -0.948006752   -0.948006049   -0.948006933
   23.289038397   -0.951196460   -0.951195464   -0.951196146
   23.339120200   -0.936602446   -0.936601475   -0.936601895
   23.389202003   -0.910426074   -0.910425384   -0.910425565
   23.439283806   -0.977144525   -0.977144157   -0.977144240
   23.489365609   -0.987668596   -0.987668343   -0.987668387
   23.539447412   -1.037777098   -1.037777485   -1.037777437
   23.589529215   -1.128821032   -1.128821622   -1.128821543
   23.639611018   -1.074072964   -1.074073163   -1.074073076
   23.689692821   -0.960015681   -0.960015607   -0.960015497
   23.739774624   -0.858356296   -0.858356068   -0.858355767
   23.789856427   -0.795047607   -0.795047240   -0.795047049
   23.839938230   -0.766743364   -0.766742921   -0.766742896
   23.890020033   -0.793978971   -0.793978430   -0.793978586
   23.940101836   -0.846593753   -0.846592908   -0.846592795
   23.990183639   -0.777960910   -0.777960056   -0.777959514
   24.040265442   -0.706419138   -0.706418633   -0.706417930
   24.090347245   -0.724245999   -0.724245647   -0.724245104
   24.140429048   -0.775319835   -0.775319433   -0.775319012
   24.190510851   -0.830035311   -0.830034980   -0.830034737
   24.240592654   -0.840043930   -0.840043576   -0.840043219
   24.290674457   -0.804149188   -0.804148817   -0.804148515
   24.340756260   -0.722074962   -0.722074646   -0.722074681
   24.390838063   -0.667459373   -0.667459032   -0.667459239
   24.440919866   -0.640409280   -0.640408781   -0.640408744
   24.491001669   -0.587768698   -0.587768171   -0.587767793
   24.541083472   -0.528272506   -0.528271859   -0.528271381
   24.591165275   -0.512651215   -0.512650631   -0.512650390
   24.641247078   -0.497136434   -0.497136036   -0.497135681
   24.691328881   -0.516768617   -0.516768401   -0.516768103
   24.741410684   -0.598605604   -0.598605731   -0.598605772
   24.791492487   -0.676968748   -0.676969050   -0.676969233
   24.841574290   -0.742104803   -0.742104759   -0.742104956
   24.891656093   -0.758259378   -0.758259076   -0.758259302
   24.941737896   -0.743283551   -0.743283240   -0.743283408
   24.991819699   -0.723119975   -0.723119609   -0.723119778
   25.041901503   -0.702792240   -0.702791590   -0.702792049
   25.091983306   -0.717343639   -0.717342644   -0.717343185
   25.142065109   -0.690902999   -0.690902120   -0.690902265
   25.192146912   -0.617424735   -0.617424147   -0.617423946
   25.242228715   -0.542873616   -0.542873328   -0.542873033
   25.292310518   -0.599396327   -0.599396546   -0.599396522
   25.342392321   -0.730320901   -0.730321214   -0.730321396
   25.392474124   -0.743212263   -0.743212614   -0.743212640
   25.442555927   -0.755792412   -0.755792925   -0.755792785
   25.492637730   -0.739097499   -0.739097880   -0.739097525
   25.542719533   -0.687976967   -0.687977233   -0.687976614
   25.592801336   -0.612952616   -0.612952804   -0.612951872
   25.642883139   -0.523006154   -0.523006253   -0.523005241
   25.692964942   -0.469684243   -0.469684444   -0.469683699
   25.743046745   -0.473778461   -0.473778744   -0.473778296
   25.793128548   -0.511582837   -0.511582755   -0.511582524
   25.843210351   -0.566392558   -0.566392239   -0.566392176
   25.893292154   -0.575978618   -0.575978037   -0.575978167
   25.943373957   -0.547806564   -0.547805808   -0.547806140
   25.993455760   -0.552482854   -0.552482104   -0.552482551
   26.043537563   -0.629117386   -0.629116661   -0.629117371
